Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks
2015,18,Tuas South,0,0.0,0
2015,19,Tuas South,2,2.0,2
2015,20,Tuas South,3,3.0,3
2015,21,Tuas South,2,1.0,0
2015,22,Tuas South,0,0.0,0
2015,23,Tuas South,2,1.0,0
2015,24,Tuas South,6,5.0,4
2015,25,Tuas South,6,6.0,6
2015,26,Tuas South,3,1.5,0
2015,27,Tuas South,7,5.0,3
2015,28,Tuas South,6,5.0,4
2015,29,Tuas South,2,1.0,0
2015,30,Tuas South,1,0.5,0
2015,31,Tuas South,7,7.0,7
2015,32,Tuas South,3,3.0,3
2015,33,Tuas South,5,5.0,5
2015,34,Tuas South,3,3.0,3
2015,35,Tuas South,3,3.0,3
2015,36,Tuas South,4,4.0,4
2015,37,Tuas South,3,3.0,3
2015,38,Tuas South,2,2.0,2
2015,40,Tuas South,4,4.0,4
2015,41,Tuas South,4,4.0,4
2015,42,Tuas South,3,3.0,3
2015,44,Tuas South,13,7.5,2
2015,45,Tuas South,8,8.0,8
2015,46,Tuas South,4,4.0,4
2015,47,Tuas South,0,0.0,0
2015,48,Tuas South,4,4.0,4
2015,49,Tuas South,2,1.5,1
2015,51,Tuas South,4,4.0,4
2015,52,Tuas South,11,11.0,11
2015,53,Tuas South,8,5.5,3
2016,1,Tuas South,13,10.0,7
2016,2,Tuas South,21,16.5,12
2016,3,Tuas South,35,28.5,22
2016,4,Tuas South,34,31.0,28
2016,5,Tuas South,25,22.5,20
2016,6,Tuas South,21,20.0,19
2016,7,Tuas South,24,20.0,16
2016,8,Tuas South,26,25.5,25
2016,9,Tuas South,25,21.5,18
2016,10,Tuas South,20,17.5,15
2016,11,Tuas South,12,10.5,9
2016,12,Tuas South,5,4.5,4
2016,13,Tuas South,2,1.5,1
2016,14,Tuas South,10,6.0,2
2016,15,Tuas South,9,7.5,6
2016,16,Tuas South,2,1.0,0
2016,17,Tuas South,2,1.0,0
2016,18,Tuas South,0,0.0,0
2016,19,Tuas South,3,2.5,2
2016,20,Tuas South,1,0.5,0
2016,21,Tuas South,2,1.0,0
2016,22,Tuas South,2,1.5,1
2016,23,Tuas South,0,0.0,0
2016,24,Tuas South,2,2.0,2
2016,25,Tuas South,2,1.0,0
2016,26,Tuas South,0,0.0,0
2016,27,Tuas South,0,0.0,0
2016,28,Tuas South,0,0.0,0
2016,29,Tuas South,0,0.0,0
2016,30,Tuas South,0,0.0,0
2016,31,Tuas South,4,2.0,0
2016,32,Tuas South,7,7.0,7
2016,33,Tuas South,2,1.0,0
2016,34,Tuas South,9,6.5,4
2016,35,Tuas South,13,10.0,7
2016,36,Tuas South,13,10.5,8
2016,37,Tuas South,7,5.5,4
2016,38,Tuas South,3,3.0,3
2016,39,Tuas South,6,4.5,3
2016,40,Tuas South,5,3.5,2
2016,41,Tuas South,3,2.5,2
2016,42,Tuas South,3,1.5,0
2016,43,Tuas South,0,0.0,0
2016,44,Tuas South,0,0.0,0
2016,45,Tuas South,0,0.0,0
2016,46,Tuas South,2,1.0,0
2016,47,Tuas South,4,2.5,1
2016,48,Tuas South,4,2.5,1
2016,49,Tuas South,1,0.5,0
2016,50,Tuas South,0,0.0,0
2016,51,Tuas South,0,0.0,0
2016,52,Tuas South,0,0.0,0
2017,1,Tuas South,0,0.0,0
2017,2,Tuas South,0,0.0,0
2017,3,Tuas South,1,0.5,0
2017,4,Tuas South,2,1.0,0
2017,5,Tuas South,2,1.0,0
2017,6,Tuas South,3,2.5,2
2017,7,Tuas South,2,1.0,0
2017,8,Tuas South,2,1.0,0
2017,9,Tuas South,0,0.0,0
2017,10,Tuas South,0,0.0,0
2017,11,Tuas South,0,0.0,0
2017,12,Tuas South,0,0.0,0
2017,14,Tuas South,0,0.0,0
2017,15,Tuas South,0,0.0,0
2017,16,Tuas South,0,0.0,0
2017,17,Tuas South,0,0.0,0
2017,18,Tuas South,0,0.0,0
2017,19,Tuas South,2,1.0,0
2017,20,Tuas South,2,1.5,1
2017,21,Tuas South,1,1.0,1
2017,22,Tuas South,3,1.5,0
2017,23,Tuas South,4,3.5,3
2017,24,Tuas South,3,3.0,3
2017,25,Tuas South,6,4.0,2
2017,26,Tuas South,9,7.333333333333332,6
2017,27,Tuas South,7,3.5,0
2017,28,Tuas South,2,1.0,0
2017,29,Tuas South,1,0.5,0
2017,30,Tuas South,0,0.0,0
2017,31,Tuas South,2,1.0,0
2017,32,Tuas South,0,0.0,0
2017,33,Tuas South,0,0.0,0
2017,34,Tuas South,0,0.0,0
2017,35,Tuas South,0,0.0,0
2017,36,Tuas South,0,0.0,0
2017,37,Tuas South,0,0.0,0
2017,38,Tuas South,2,2.0,2
2017,39,Tuas South,1,0.5,0
2017,40,Tuas South,1,0.5,0
2017,42,Tuas South,1,0.3333333333333333,0
2017,41,Tuas South,0,0.0,0
2017,43,Tuas South,0,0.0,0
2017,44,Tuas South,0,0.0,0
2017,45,Tuas South,0,0.0,0
2017,46,Tuas South,0,0.0,0
2017,47,Tuas South,2,1.0,0
2017,48,Tuas South,0,0.0,0
2017,49,Tuas South,0,0.0,0
2017,50,Tuas South,0,0.0,0
2017,51,Tuas South,0,0.0,0
2017,52,Tuas South,0,0.0,0
2018,1,Tuas South,0,0.0,0
2018,2,Tuas South,2,2.0,2
2018,3,Tuas South,2,1.0,0
2018,4,Tuas South,0,0.0,0
2018,5,Tuas South,1,0.5,0
2018,6,Tuas South,1,0.5,0
2018,7,Tuas South,0,0.0,0
2018,8,Tuas South,0,0.0,0
2018,9,Tuas South,0,0.0,0
2018,10,Tuas South,0,0.0,0
2018,11,Tuas South,0,0.0,0
2018,12,Tuas South,0,0.0,0
2018,13,Tuas South,1,1.0,1
2018,14,Tuas South,4,2.5,1
2018,15,Tuas South,6,5.0,4
2018,16,Tuas South,12,8.0,4
2018,17,Tuas South,24,17.5,11
2018,18,Tuas South,32,24.5,17
2018,19,Tuas South,27,25.5,24
2018,20,Tuas South,20,15.0,10
2018,21,Tuas South,15,11.5,8
2018,22,Tuas South,9,8.0,7
2018,23,Tuas South,3,2.5,2
2018,24,Tuas South,0,0.0,0
2018,25,Tuas South,2,1.5,1
2018,26,Tuas South,3,2.0,1
2018,27,Tuas South,4,3.5,3
2018,28,Tuas South,2,1.0,0
2018,29,Tuas South,2,1.0,0
2018,30,Tuas South,1,0.5,0
2018,31,Tuas South,0,0.0,0
2018,32,Tuas South,0,0.0,0
2018,33,Tuas South,1,0.5,0
2018,34,Tuas South,0,0.0,0
2018,35,Tuas South,1,0.5,0
2018,36,Tuas South,1,0.5,0
2018,37,Tuas South,0,0.0,0
2018,38,Tuas South,0,0.0,0
2018,39,Tuas South,2,2.0,2
2018,40,Tuas South,2,1.0,0
2018,41,Tuas South,1,0.5,0
2018,42,Tuas South,1,0.5,0
2018,43,Tuas South,0,0.0,0
2018,44,Tuas South,2,1.0,0
2018,45,Tuas South,1,1.0,1
2018,46,Tuas South,0,0.0,0
2018,47,Tuas South,2,1.0,0
2018,48,Tuas South,2,1.5,1
2018,49,Tuas South,2,2.0,2
2018,50,Tuas South,5,3.5,2
2018,51,Tuas South,6,5.0,4
2018,52,Tuas South,8,6.0,3
2019,1,Tuas South,12,12.0,12
2019,2,Tuas South,30,22.0,14
2019,3,Tuas South,26,25.0,24
2019,4,Tuas South,24,21.5,19
2019,5,Tuas South,12,12.0,12
2019,14,Tuas South,3,3.0,3
2019,15,Tuas South,0,0.0,0
2019,16,Tuas South,0,0.0,0
2019,17,Tuas South,1,1.0,1
2019,18,Tuas South,0,0.0,0
2019,19,Tuas South,2,2.0,2
2019,20,Tuas South,10,10.0,10
2019,21,Tuas South,11,11.0,11
2019,22,Tuas South,12,12.0,12
2019,23,Tuas South,9,7.0,5
2019,24,Tuas South,19,19.0,19
2019,25,Tuas South,23,23.0,23
2019,26,Tuas South,22,22.0,22
2019,27,Tuas South,18,15.5,13
2019,28,Tuas South,24,24.0,24
2019,29,Tuas South,32,32.0,32
2019,30,Tuas South,39,39.0,39
2019,31,Tuas South,29,29.0,29
2019,32,Tuas South,15,15.0,15
2019,33,Tuas South,20,20.0,20
2019,35,Tuas South,14,14.0,14
2019,36,Tuas South,5,5.0,5
2019,37,Tuas South,2,2.0,2
2019,38,Tuas South,17,17.0,17
2019,39,Tuas South,13,13.0,13
2019,40,Tuas South,11,11.0,11
2019,41,Tuas South,11,11.0,11
2019,42,Tuas South,11,11.0,11
2019,43,Tuas South,10,10.0,10
2019,44,Tuas South,12,12.0,12
2019,45,Tuas South,31,31.0,31
2019,46,Tuas South,46,46.0,46
2019,47,Tuas South,47,47.0,47
2019,48,Tuas South,40,40.0,40
2019,49,Tuas South,23,23.0,23
2019,50,Tuas South,7,7.0,7
2019,51,Tuas South,10,10.0,10
2019,52,Tuas South,12,12.0,12
