,Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,avg_daily_rainfall_total,highest_60_min_rainfall,mean_temperature,range_temperature,mean_wind_speed,historical_cases_week
0,2014,1,Ang Mo Kio,87,87.0,87,,,,,,
1,2014,2,Ang Mo Kio,91,79.5,68,,,,,,
2,2014,3,Ang Mo Kio,95,91.5,88,,,,,,
3,2014,4,Ang Mo Kio,69,69.0,69,,,,,,
4,2014,5,Ang Mo Kio,57,54.66666666666666,50,,,,,,
5,2014,6,Ang Mo Kio,50,46.75,37,2.627142857142857,4.550000000000002,25.85071428571429,7.249999999999999,7.630714285714285,80.0
6,2014,7,Ang Mo Kio,72,60.0,45,1.7571428571428571,2.35,25.74285714285714,7.7,8.260714285714284,71.7222222222222
7,2014,8,Ang Mo Kio,89,74.0,60,0.3,1.35,25.778571428571425,8.0,8.575000000000001,56.80555555555554
8,2014,9,Ang Mo Kio,51,45.66666666666666,36,0.3,1.35,26.17142857142857,8.774999999999999,8.325000000000001,53.80555555555554
9,2014,10,Ang Mo Kio,38,32.5,27,0.3,1.35,26.639285714285712,9.175,8.35,60.25
10,2014,11,Ang Mo Kio,70,58.0,40,0.3,1.35,26.973809523809518,9.35,8.325,59.88888888888889
11,2014,12,Ang Mo Kio,116,106.0,96,0.0,0.0,27.252380952380953,9.525,8.549999999999999,50.72222222222222
12,2014,13,Ang Mo Kio,136,110.33333333333331,72,1.55,4.0,27.31309523809524,9.925000000000002,8.45357142857143,45.38888888888889
13,2014,14,Ang Mo Kio,96,85.5,75,2.4785714285714286,6.7,27.21666666666666,10.075,7.55,65.5
14,2014,15,Ang Mo Kio,87,81.0,76,3.0428571428571427,8.65,27.507142857142853,9.8,7.003571428571428,91.44444444444444
15,2014,16,Ang Mo Kio,115,100.0,85,4.385714285714286,12.6,27.74285714285714,9.975,6.425,100.61111111111109
16,2014,17,Ang Mo Kio,128,113.66666666666669,90,3.878571428571428,11.650000000000002,27.817857142857147,10.2,5.578571428571429,92.27777777777777
17,2014,18,Ang Mo Kio,100,100.0,100,4.521428571428572,13.65,28.125,10.775,5.3,88.83333333333331
18,2014,19,Ang Mo Kio,78,71.5,65,5.428571428571429,16.35,28.067857142857143,11.224999999999998,4.664285714285715,98.22222222222223
19,2014,20,Ang Mo Kio,86,68.0,50,5.185714285714287,19.4,28.214285714285715,11.05,4.4821428571428585,104.55555555555556
