Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2016,19,Ang Mo Kio,35,31.0,27,59.0,0.0,12.942857142857141,24.8,48.0,56.4,28.814285714285717,35.3,24.6,4.485714285714286,33.1
2016,20,Ang Mo Kio,52,47.0,42,26.6,0.0,8.542857142857143,15.0,20.6,23.6,28.6,34.2,24.5,5.142857142857143,64.4
2016,21,Ang Mo Kio,33,32.5,32,38.4,0.0,5.971428571428571,20.2,29.8,38.0,29.7,34.6,24.1,5.5,33.5
2016,22,Ang Mo Kio,32,29.5,27,17.8,0.0,2.8285714285714287,16.4,16.4,16.4,27.95714285714286,34.6,24.6,4.171428571428572,45.0
2016,23,Ang Mo Kio,35,29.0,23,39.8,0.0,6.685714285714287,17.6,29.8,39.4,28.62857142857143,33.6,22.2,4.285714285714286,43.6
2016,24,Ang Mo Kio,32,29.5,27,33.8,0.0,9.342857142857145,23.2,32.6,33.8,27.742857142857147,32.5,23.9,4.514285714285714,33.5
2016,25,Ang Mo Kio,22,19.5,17,46.4,0.0,7.2285714285714295,25.2,31.4,39.0,28.414285714285718,32.9,22.4,5.1000000000000005,53.3
2016,26,Ang Mo Kio,35,34.0,33,0.0,0.0,0.0,0.0,0.0,0.0,30.2,34.6,26.9,6.828571428571428,27.4
2016,27,Ang Mo Kio,41,36.5,32,3.6,0.0,0.5714285714285714,2.6,3.2,3.6,29.771428571428572,34.4,24.4,6.7714285714285705,39.6
2016,28,Ang Mo Kio,47,47.0,47,22.4,0.0,8.857142857142858,16.8,20.6,22.4,27.942857142857147,34.5,23.7,4.685714285714286,42.5
2016,29,Ang Mo Kio,34,29.5,25,36.4,1.2,10.771428571428574,29.8,35.0,36.2,27.014285714285712,32.0,22.8,4.814285714285715,40.7
2016,30,Ang Mo Kio,48,40.0,32,28.2,0.0,5.4,24.4,26.4,26.4,27.771428571428572,32.7,21.2,4.6571428571428575,65.5
2016,31,Ang Mo Kio,41,37.0,33,23.6,0.0,3.8,20.6,23.6,23.6,28.685714285714283,33.2,22.7,6.314285714285715,56.2
2016,32,Ang Mo Kio,38,38.0,38,29.2,0.0,4.342857142857143,21.8,29.2,29.2,29.485714285714288,33.2,25.2,5.871428571428572,68.4
2016,33,Ang Mo Kio,35,32.0,29,22.4,0.0,6.057142857142857,15.2,21.2,21.4,29.214285714285715,34.1,22.3,6.885714285714287,41.8
2016,34,Ang Mo Kio,49,43.0,37,20.8,0.0,2.9714285714285715,8.0,13.2,18.6,29.257142857142853,33.3,23.9,6.014285714285713,44.3
2016,35,Ang Mo Kio,51,44.0,37,34.2,0.0,7.3428571428571425,28.2,34.2,34.2,28.37142857142857,33.9,23.5,4.928571428571429,35.3
2016,36,Ang Mo Kio,42,41.5,41,17.6,0.0,5.6571428571428575,17.2,17.6,17.6,28.214285714285715,33.1,22.8,5.7857142857142865,42.5
2016,37,Ang Mo Kio,27,26.5,26,30.4,0.0,8.114285714285714,19.8,27.2,27.6,28.1,33.8,22.8,5.257142857142859,49.3
2016,38,Ang Mo Kio,25,24.0,23,3.4,0.0,1.1142857142857143,2.4,2.6,2.6,28.614285714285717,33.9,24.2,5.957142857142856,39.6
