Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Max PSI Central,Avg PSI Central
2016,39,Ang Mo Kio,19.0,12.5,6.0,1.2,0.0,0.2857142857142857,1.2,1.2,1.2,29.1,35.2,25.3,5.5,35.6,74.0,61.680851063829785
2016,40,Ang Mo Kio,8.0,7.0,6.0,41.8,0.0,6.857142857142858,16.0,23.6,27.8,28.1,33.4,22.9,5.1000000000000005,39.6,77.0,61.43703703703704
2016,41,Ang Mo Kio,20.0,14.5,9.0,27.4,0.0,4.571428571428571,26.2,26.6,26.6,29.342857142857145,34.3,23.2,7.614285714285715,50.4,57.0,45.72670807453416
2016,42,Ang Mo Kio,16.0,11.5,7.0,36.4,0.0,7.114285714285713,19.2,33.6,36.4,28.785714285714285,34.4,22.4,5.814285714285713,51.1,59.0,48.566878980891715
2016,43,Ang Mo Kio,17.0,12.5,8.0,36.6,0.6,12.657142857142858,24.8,29.0,31.4,26.82857142857143,32.4,22.7,4.557142857142859,36.4,71.0,58.375
2016,44,Ang Mo Kio,11.0,11.0,11.0,31.8,0.0,6.457142857142857,13.6,15.4,21.8,27.62857142857143,32.5,22.8,5.357142857142857,63.7,55.0,45.403726708074544
2016,45,Ang Mo Kio,8.0,7.5,7.0,25.4,0.0,8.22857142857143,19.2,20.0,23.0,27.557142857142853,34.3,24.1,4.185714285714286,31.3,63.0,54.61635220125786
2016,46,Ang Mo Kio,13.0,13.0,13.0,41.2,0.2,14.857142857142858,17.8,28.2,36.0,26.942857142857147,33.4,22.8,4.0285714285714285,36.7,61.0,50.79874213836478
2016,47,Ang Mo Kio,7.0,5.5,4.0,38.6,0.0,8.428571428571429,27.6,34.4,37.4,27.557142857142853,33.2,24.0,5.2,34.9,58.0,49.1304347826087
2016,48,Ang Mo Kio,15.0,9.5,4.0,8.6,0.0,2.3428571428571425,4.0,4.4,4.4,27.271428571428572,34.1,24.1,5.457142857142856,31.3,58.0,33.08974358974359
2016,49,Ang Mo Kio,15.0,14.5,14.0,11.8,0.0,3.5142857142857142,7.4,8.4,9.0,27.814285714285717,34.7,23.8,5.1000000000000005,38.9,59.0,42.85314685314685
2016,50,Ang Mo Kio,14.0,11.5,9.0,13.6,0.0,3.571428571428572,6.4,10.0,13.6,27.914285714285718,33.7,23.0,5.642857142857142,36.7,68.0,51.450704225352105
2016,51,Ang Mo Kio,19.0,15.0,11.0,46.4,0.6,15.771428571428574,33.8,41.2,44.4,27.228571428571428,33.2,23.4,5.971428571428571,42.1,48.0,31.27611940298507
2016,52,Ang Mo Kio,23.0,17.5,12.0,8.4,0.0,2.4,8.2,8.2,8.4,26.399999999999995,32.4,23.1,6.066666666666667,35.6,56.0,32.77868852459017
2017,1,Ang Mo Kio,13.0,12.0,11.0,25.0,0.0,3.95,12.2,19.0,24.4,27.775,34.5,23.8,5.225,37.4,54.0,40.71917808219178
2017,2,Ang Mo Kio,16.0,12.5,9.0,24.4,0.0,6.457142857142857,18.2,23.4,24.4,27.957142857142852,34.3,22.4,5.485714285714287,38.2,62.0,54.86013986013985
2017,3,Ang Mo Kio,23.0,21.5,20.0,51.8,0.0,18.314285714285713,22.2,24.2,29.6,26.842857142857145,33.2,22.8,5.257142857142857,56.9,55.0,46.540880503144656
2017,4,Ang Mo Kio,16.0,12.5,9.0,60.6,0.0,11.142857142857142,22.0,23.8,28.6,25.757142857142853,31.2,22.8,6.3428571428571425,47.2,49.0,31.689440993788818
2017,5,Ang Mo Kio,7.0,5.5,4.0,31.2,0.0,7.7142857142857135,21.0,28.2,30.4,26.757142857142853,33.3,24.0,5.471428571428572,37.1,62.0,43.175
2017,6,Ang Mo Kio,4.0,3.0,2.0,19.0,0.0,4.285714285714286,15.2,15.4,15.8,26.842857142857145,33.6,23.7,6.957142857142857,45.4,60.0,49.460431654676256
2017,7,Ang Mo Kio,2.0,2.0,2.0,8.0,0.0,1.4285714285714286,1.8,2.2,3.4,26.41428571428571,31.3,22.6,9.242857142857146,52.9,58.0,52.128
2017,8,Ang Mo Kio,6.0,4.5,3.0,41.4,0.0,9.028571428571428,22.2,25.8,41.4,26.75714285714286,32.1,23.7,5.914285714285714,34.2,63.0,51.716981132075475
2017,9,Ang Mo Kio,7.0,6.5,6.0,39.4,0.6,14.485714285714286,21.2,29.6,30.8,26.20000000000001,31.2,23.1,6.7285714285714295,40.0,63.0,46.70186335403727
2017,10,Ang Mo Kio,5.0,5.0,5.0,36.4,0.0,7.9714285714285715,20.2,32.8,36.4,26.97142857142857,33.2,24.2,6.4142857142857155,32.4,65.0,59.819875776397524
2017,11,Ang Mo Kio,5.0,2.5,0.0,33.0,0.0,5.342857142857143,31.0,33.0,33.0,28.085714285714282,35.1,24.2,5.357142857142857,34.2,79.0,67.5875
2017,12,Ang Mo Kio,0.0,0.0,0.0,13.4,0.0,4.085714285714285,12.4,13.4,13.4,27.9,35.2,24.4,5.442857142857144,40.7,75.0,59.09868421052632
2017,13,Ang Mo Kio,,,,14.6,0.0,4.8571428571428585,11.8,14.0,14.6,27.042857142857148,32.7,23.5,4.485714285714286,36.4,65.0,56.27329192546584
2017,14,Ang Mo Kio,0.0,0.0,0.0,9.6,0.0,2.8571428571428568,5.8,6.6,7.8,28.1,34.0,23.5,5.342857142857143,39.2,55.0,48.981981981981974
2017,15,Ang Mo Kio,3.0,1.5,0.0,44.0,0.0,14.142857142857142,31.0,41.0,44.0,27.742857142857147,33.6,23.4,4.514285714285714,34.6,65.0,58.47368421052632
2017,16,Ang Mo Kio,3.0,2.5,2.0,93.2,0.0,19.857142857142858,49.0,71.0,71.8,27.857142857142854,34.4,23.4,4.328571428571428,41.0,95.0,66.41772151898734
2017,17,Ang Mo Kio,2.0,1.5,1.0,24.0,0.0,6.6000000000000005,21.8,23.8,24.0,27.7,34.8,23.8,4.571428571428571,41.8,81.0,65.35403726708074
2017,18,Ang Mo Kio,1.0,0.5,0.0,14.8,0.0,3.542857142857143,10.4,12.0,14.6,28.557142857142853,33.4,25.0,4.571428571428571,32.8,66.0,58.6583850931677
2017,19,Ang Mo Kio,2.0,1.0,0.0,4.6,0.0,1.6571428571428573,4.4,4.6,4.6,28.657142857142862,33.5,25.1,5.499999999999999,33.8,64.0,54.78260869565217
2017,20,Ang Mo Kio,8.0,6.0,4.0,14.2,0.0,3.7428571428571433,8.6,10.4,13.4,29.25714285714286,34.6,25.4,6.1999999999999975,37.8,57.0,51.573248407643305
2017,21,Ang Mo Kio,11.0,8.5,6.0,32.6,0.0,12.171428571428573,24.4,31.8,32.6,28.17142857142857,34.0,22.6,5.571428571428571,46.4,61.0,53.02158273381295
2017,22,Ang Mo Kio,6.0,4.0,2.0,32.2,0.0,10.085714285714284,15.8,20.2,28.4,28.914285714285718,34.2,23.2,5.6571428571428575,35.6,61.0,47.316770186335404
2017,23,Ang Mo Kio,15.0,12.5,10.0,1.2,0.0,0.2571428571428571,1.0,1.2,1.2,29.542857142857148,34.0,25.4,6.885714285714285,27.0,62.0,55.717741935483865
2017,24,Ang Mo Kio,10.0,10.0,10.0,31.2,0.0,8.94285714285714,27.4,30.2,31.0,28.714285714285715,34.4,23.2,5.514285714285713,42.8,57.0,45.225
2017,25,Ang Mo Kio,12.0,9.0,6.0,23.0,0.0,5.085714285714286,21.8,23.0,23.0,28.214285714285715,33.7,23.6,4.885714285714286,47.9,60.0,47.89171974522293
2017,26,Ang Mo Kio,13.0,10.333333333333334,7.0,25.8,0.0,5.4,21.6,25.6,25.6,27.771428571428572,33.0,23.2,4.8285714285714265,32.8,62.0,44.807453416149066
2017,27,Ang Mo Kio,7.0,5.0,3.0,22.6,0.0,5.6571428571428575,13.8,15.8,21.0,27.957142857142852,32.9,23.8,5.871428571428571,33.8,57.0,44.17391304347826
2017,28,Ang Mo Kio,8.0,4.5,1.0,37.6,0.0,11.75,32.4,37.2,37.4,27.5,33.3,22.9,5.614285714285713,45.0,61.0,48.85093167701864
2017,29,Ang Mo Kio,10.0,8.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.114285714285717,33.4,26.7,7.1571428571428575,32.4,59.0,47.68944099378882
2017,30,Ang Mo Kio,10.0,9.0,8.0,7.2,0.0,1.5142857142857142,7.2,7.2,7.2,29.342857142857145,33.4,24.4,7.671428571428572,46.4,65.0,56.515723270440255
2017,31,Ang Mo Kio,17.0,14.0,11.0,10.2,0.0,1.5142857142857142,4.0,7.8,10.0,29.342857142857145,33.4,25.7,7.9714285714285715,35.3,60.0,53.45962732919254
2017,32,Ang Mo Kio,15.0,14.5,14.0,30.4,0.0,8.514285714285714,16.0,17.0,17.0,27.414285714285718,31.9,24.1,5.671428571428571,32.8,55.0,45.03105590062112
2017,33,Ang Mo Kio,12.0,12.0,12.0,33.6,0.0,9.05,19.6,25.4,27.8,27.78571428571429,32.7,23.1,6.2714285714285705,38.2,59.0,44.20496894409938
2017,34,Ang Mo Kio,11.0,11.0,11.0,1.4,0.0,0.2285714285714285,1.2,1.2,1.2,28.52857142857143,32.9,25.2,6.885714285714287,33.5,57.0,42.670807453416145
2017,35,Ang Mo Kio,14.0,11.5,9.0,1.0,0.0,0.2571428571428572,0.8,0.8,1.0,28.414285714285718,33.1,25.5,7.242857142857143,36.0,62.0,47.92546583850932
2017,36,Ang Mo Kio,10.0,9.5,9.0,23.8,0.0,5.457142857142856,17.2,20.4,21.2,28.099999999999994,32.5,24.0,5.314285714285714,43.6,57.0,44.90062111801242
2017,37,Ang Mo Kio,8.0,7.0,6.0,6.8,1.8,3.35,4.4,4.4,4.6,28.17142857142857,33.5,23.7,5.771428571428572,41.4,66.0,56.1304347826087
2017,38,Ang Mo Kio,7.0,6.0,5.0,8.0,0.0,4.4,8.0,8.0,8.0,27.642857142857146,32.9,23.7,5.457142857142856,46.1,60.0,43.43125
2017,39,Ang Mo Kio,6.0,4.5,3.0,32.2,0.0,10.05714285714286,26.0,29.2,29.4,27.714285714285715,33.2,22.9,4.785714285714286,42.1,65.0,52.85714285714285
2017,40,Ang Mo Kio,3.0,2.0,1.0,45.8,0.0,8.314285714285713,37.4,45.2,45.6,27.242857142857147,34.0,22.8,4.185714285714286,39.6,67.0,55.27329192546584
2017,41,Ang Mo Kio,6.0,6.0,6.0,35.4,0.0,10.857142857142858,18.2,26.0,33.6,28.385714285714283,35.0,23.2,5.7714285714285705,31.7,67.0,50.01863354037267
2017,42,Ang Mo Kio,4.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.114285714285717,35.2,26.0,5.5857142857142845,35.3,77.0,62.69565217391305
2017,43,Ang Mo Kio,2.0,2.0,2.0,21.6,0.0,6.057142857142857,18.4,21.2,21.4,27.642857142857146,34.2,23.5,4.342857142857143,57.6,80.0,65.53416149068322
2017,44,Ang Mo Kio,2.0,1.5,1.0,33.4,0.0,8.371428571428572,28.2,29.4,30.0,27.37142857142857,32.7,22.9,4.714285714285714,54.7,67.0,52.29192546583851
2017,45,Ang Mo Kio,1.0,0.5,0.0,45.8,0.2,17.142857142857142,18.6,30.2,32.4,26.514285714285716,32.9,23.0,4.385714285714286,37.4,62.0,49.29813664596274
2017,46,Ang Mo Kio,1.0,1.0,1.0,41.2,0.0,15.6,19.4,31.6,41.0,27.32857142857143,33.4,23.1,4.714285714285714,33.8,65.0,49.74
2017,47,Ang Mo Kio,4.0,2.5,1.0,19.2,0.0,5.514285714285713,16.2,16.8,19.0,26.9,33.9,23.7,4.5,37.8,58.0,43.60869565217392
2017,48,Ang Mo Kio,4.0,2.5,1.0,3.2,0.0,0.8571428571428571,2.6,2.6,2.6,27.742857142857147,34.6,24.5,6.171428571428571,37.4,51.0,34.496894409937894
2017,49,Ang Mo Kio,2.0,1.5,1.0,56.0,0.0,9.6,23.4,46.2,51.6,27.271428571428572,33.5,23.9,5.142857142857143,41.0,64.0,48.30434782608695
2017,50,Ang Mo Kio,3.0,2.5,2.0,26.6,0.0,13.971428571428573,20.2,25.0,25.0,26.54285714285714,33.3,23.3,5.4,44.6,60.0,54.44099378881987
2017,51,Ang Mo Kio,7.0,5.0,3.0,25.4,0.0,5.114285714285715,16.8,21.4,21.6,26.942857142857147,32.3,23.9,7.442857142857144,40.7,57.0,48.84713375796178
2017,52,Ang Mo Kio,7.0,7.0,7.0,83.4,0.0,20.800000000000004,30.6,35.2,35.2,26.514285714285712,32.1,23.3,5.857142857142858,41.4,52.0,40.12568306010929
2018,1,Ang Mo Kio,47.0,27.0,7.0,55.4,0.0,13.657142857142858,19.4,24.6,29.2,25.9,31.0,23.4,4.685714285714286,28.8,58.0,39.82065217391305
2018,2,Ang Mo Kio,45.0,39.0,33.0,77.2,4.4,21.25714285714286,32.0,43.8,67.4,24.157142857142855,32.1,21.3,5.814285714285713,56.9,52.0,31.78980891719745
2018,3,Ang Mo Kio,39.0,33.5,28.0,6.2,0.0,1.657142857142857,5.0,6.0,6.2,26.42857142857143,33.5,22.5,5.971428571428571,31.7,53.0,39.670807453416145
2018,4,Ang Mo Kio,15.0,15.0,15.0,13.0,0.0,6.114285714285713,11.6,12.8,12.8,26.828571428571433,32.7,23.5,4.885714285714285,31.7,51.0,38.98701298701299
2018,5,Ang Mo Kio,8.0,6.5,5.0,18.6,0.0,6.8571428571428585,9.0,16.0,18.6,26.87142857142857,33.6,23.5,7.414285714285714,42.8,58.0,43.084415584415595
2018,6,Ang Mo Kio,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.128571428571423,31.3,23.2,9.042857142857144,42.5,72.0,60.80124223602485
2018,7,Ang Mo Kio,3.0,1.5,0.0,11.4,0.0,2.4857142857142853,7.6,7.6,11.4,26.957142857142852,33.3,24.1,7.514285714285713,36.7,73.0,61.01863354037267
2018,8,Ang Mo Kio,0.0,0.0,0.0,2.6,0.0,0.5142857142857143,1.2,1.6,1.8,26.97142857142857,33.1,23.9,7.271428571428572,39.2,69.0,54.26
2018,9,Ang Mo Kio,0.0,0.0,0.0,35.2,0.0,10.428571428571429,25.8,33.4,35.2,27.3,33.1,23.9,6.528571428571429,32.8,58.0,54.81720430107528
2018,10,Ang Mo Kio,6.0,4.0,2.0,11.2,0.0,1.8857142857142857,6.8,8.0,10.8,27.4,34.5,24.3,7.3,42.1,57.0,49.7
2018,11,Ang Mo Kio,2.0,1.0,0.0,3.4,0.0,0.8857142857142856,2.8,3.2,3.2,28.114285714285717,33.9,25.1,7.057142857142857,66.6,58.0,54.47169811320754
2018,12,Ang Mo Kio,2.0,1.5,1.0,3.8,0.0,0.7999999999999999,3.8,3.8,3.8,27.97142857142857,33.6,24.3,6.628571428571428,35.6,63.0,52.453416149068325
2018,13,Ang Mo Kio,3.0,2.5,2.0,41.6,0.0,10.257142857142854,21.8,39.4,41.6,26.67142857142857,33.6,22.1,5.071428571428571,49.0,76.0,58.71875
2018,14,Ang Mo Kio,3.0,1.5,0.0,41.4,0.0,7.257142857142857,29.0,35.2,40.6,28.07142857142857,34.3,25.0,6.671428571428571,32.0,75.0,64.46280991735537
2018,15,Ang Mo Kio,2.0,1.0,0.0,45.6,0.0,7.542857142857144,34.6,42.2,43.6,28.4,33.7,24.5,6.5285714285714285,38.5,61.0,54.22222222222222
2018,16,Ang Mo Kio,4.0,3.0,2.0,98.2,0.0,15.714285714285715,37.2,62.8,82.2,27.4,33.4,23.4,4.628571428571429,39.6,59.0,52.14906832298136
2018,17,Ang Mo Kio,3.0,2.0,1.0,38.4,0.0,11.828571428571427,25.2,28.2,36.4,28.085714285714282,34.1,22.7,4.728571428571429,36.7,66.0,57.509433962264154
2018,18,Ang Mo Kio,2.0,1.5,1.0,16.0,0.0,6.142857142857142,14.8,15.0,16.0,28.214285714285715,34.0,23.7,4.471428571428572,41.4,67.0,58.068322981366464
2018,19,Ang Mo Kio,3.0,2.0,1.0,5.6,0.0,1.657142857142857,4.4,4.6,4.6,29.5,34.2,25.8,6.9,40.0,61.0,49.83850931677018
2018,20,Ang Mo Kio,2.0,2.0,2.0,51.8,0.0,15.485714285714286,38.0,45.2,51.4,27.67142857142857,33.7,23.1,3.9142857142857137,37.8,83.0,54.01863354037267
2018,21,Ang Mo Kio,3.0,1.5,0.0,22.6,0.0,6.314285714285715,15.4,17.4,18.0,28.2,34.3,24.1,4.728571428571429,30.2,79.0,55.1304347826087
2018,22,Ang Mo Kio,6.0,5.0,4.0,49.2,0.0,15.085714285714285,30.4,41.8,44.6,27.828571428571426,32.9,22.7,3.971428571428572,37.1,73.0,55.81875
2018,23,Ang Mo Kio,9.0,6.5,4.0,8.4,0.0,1.5142857142857145,8.2,8.4,8.4,29.857142857142854,34.0,23.1,6.257142857142855,44.6,73.0,61.49689440993789
2018,24,Ang Mo Kio,7.0,6.0,5.0,15.0,0.0,5.0,11.6,14.6,15.0,29.46666666666667,32.8,24.1,6.366666666666667,33.5,63.0,53.88198757763975
2018,25,Ang Mo Kio,7.0,5.0,3.0,17.8,0.0,6.2333333333333325,6.6,10.0,10.0,27.18333333333333,32.7,23.0,4.983333333333333,40.3,62.0,51.425
2018,26,Ang Mo Kio,4.0,3.5,3.0,73.6,0.0,15.885714285714286,35.8,46.4,67.8,26.642857142857146,31.6,22.1,4.571428571428571,34.6,52.0,37.6551724137931
2018,27,Ang Mo Kio,3.0,2.5,2.0,11.0,0.0,1.6285714285714286,6.6,8.4,9.0,28.242857142857147,32.4,23.0,5.971428571428572,48.6,66.0,52.67625899280576
2018,28,Ang Mo Kio,3.0,2.5,2.0,14.6,0.0,4.142857142857143,13.0,13.8,14.4,28.242857142857147,32.8,21.6,6.628571428571429,45.0,74.0,59.57142857142857
2018,29,Ang Mo Kio,4.0,4.0,4.0,27.2,0.0,6.828571428571429,23.6,27.0,27.2,28.87142857142857,32.3,23.3,6.442857142857143,46.1,71.0,65.7062937062937
2018,30,Ang Mo Kio,4.0,3.5,3.0,18.0,0.0,3.4285714285714284,15.4,17.6,17.8,29.02857142857143,33.5,23.5,7.557142857142857,31.0,73.0,62.111801242236034
2018,31,Ang Mo Kio,4.0,2.0,0.0,21.4,0.0,4.257142857142857,13.8,19.0,19.6,27.642857142857146,32.0,23.3,6.2714285714285705,50.4,70.0,57.3416149068323
2018,32,Ang Mo Kio,7.0,3.5,0.0,4.4,0.0,0.6285714285714287,3.4,3.4,3.6,28.685714285714287,34.0,22.2,6.585714285714286,50.0,70.0,62.0248447204969
2018,33,Ang Mo Kio,4.0,2.0,0.0,2.2,0.0,0.31428571428571433,2.2,2.2,2.2,29.328571428571426,33.4,25.6,8.72857142857143,39.2,70.0,63.37962962962962
2018,34,Ang Mo Kio,3.0,2.5,2.0,41.6,0.0,8.142857142857142,33.4,35.4,35.6,28.271428571428572,33.6,23.9,6.1571428571428575,34.2,67.0,55.385093167701854
2018,35,Ang Mo Kio,8.0,6.0,4.0,19.4,0.0,4.514285714285714,18.2,19.4,19.4,27.942857142857147,33.2,23.8,5.5,42.5,65.0,55.5125
2018,36,Ang Mo Kio,11.0,9.5,8.0,36.0,0.0,13.37142857142857,20.8,31.2,34.6,27.1,32.1,22.2,4.571428571428571,37.8,67.0,57.95652173913044
2018,37,Ang Mo Kio,14.0,12.5,11.0,4.6,0.0,0.7428571428571429,3.6,4.4,4.4,28.1,33.1,24.6,6.014285714285713,33.5,66.0,58.1875
2018,38,Ang Mo Kio,9.0,7.0,5.0,101.6,0.0,25.485714285714288,60.4,88.0,98.6,27.2,33.0,21.4,5.142857142857143,54.7,69.0,55.22666666666667
2018,39,Ang Mo Kio,14.0,10.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.357142857142854,33.7,26.2,7.799999999999999,35.6,66.0,59.73125
2018,40,Ang Mo Kio,4.0,3.5,3.0,27.4,0.0,4.085714285714285,20.8,26.8,27.4,29.114285714285717,33.6,23.3,7.585714285714286,60.5,68.0,61.85093167701864
2018,41,Ang Mo Kio,11.0,7.5,4.0,41.4,0.6,19.54285714285714,22.8,29.0,30.0,26.271428571428572,32.7,23.5,4.185714285714286,31.3,65.0,53.59006211180125
2018,42,Ang Mo Kio,19.0,17.0,15.0,7.4,0.0,1.8857142857142857,4.8,6.0,7.2,27.985714285714288,33.3,23.3,5.257142857142859,44.6,66.0,57.879746835443036
2018,43,Ang Mo Kio,16.0,14.5,13.0,38.0,0.0,10.285714285714286,20.4,30.4,38.0,27.585714285714282,33.3,22.6,4.4,55.8,80.0,62.931677018633536
2018,44,Ang Mo Kio,19.0,18.0,17.0,58.2,0.0,15.000000000000002,23.2,25.6,30.8,26.82857142857143,32.7,23.7,4.471428571428572,46.1,61.0,52.4746835443038
2018,45,Ang Mo Kio,20.0,20.0,20.0,18.4,0.0,7.428571428571429,13.0,17.4,18.4,27.17142857142857,33.6,23.3,4.285714285714287,36.4,69.0,51.03105590062112
2018,46,Ang Mo Kio,27.0,27.0,27.0,65.0,0.0,14.457142857142859,40.0,48.8,64.6,27.042857142857148,32.3,22.3,4.171428571428572,43.6,59.0,51.0
2018,47,Ang Mo Kio,25.0,24.5,24.0,56.6,0.2,14.714285714285715,31.6,42.8,55.8,27.342857142857145,33.3,22.6,4.799999999999999,48.6,57.0,50.67295597484278
2018,48,Ang Mo Kio,21.0,19.5,18.0,24.8,0.0,11.742857142857144,23.4,24.8,24.8,27.12857142857143,32.4,23.9,5.142857142857143,44.6,56.0,47.73913043478261
2018,49,Ang Mo Kio,16.0,15.5,15.0,37.4,0.0,8.657142857142857,27.4,30.0,33.8,27.17142857142857,32.8,24.1,4.014285714285714,33.8,57.0,48.60248447204968
2018,50,Ang Mo Kio,22.0,22.0,22.0,27.6,0.0,6.142857142857142,9.0,10.6,16.4,26.6,32.2,23.7,4.6571428571428575,33.1,52.0,43.26875
2018,51,Ang Mo Kio,32.0,25.5,19.0,44.6,0.0,13.571428571428573,39.4,43.4,44.6,27.5,34.0,22.9,5.4,46.4,69.0,51.171974522293
2018,52,Ang Mo Kio,31.0,27.0,23.0,5.6,0.0,0.825,3.0,4.4,5.4,28.2125,34.5,23.9,5.525,36.7,69.0,57.74534161490684
2019,1,Ang Mo Kio,44.0,44.0,44.0,37.4,0.0,6.266666666666668,35.8,37.4,37.4,28.55,33.9,24.0,7.383333333333333,39.2,70.0,53.90579710144928
2019,2,Ang Mo Kio,56.0,48.0,40.0,4.8,0.0,1.4,2.4,3.2,4.8,27.914285714285718,32.8,24.4,8.071428571428571,38.2,53.0,48.65217391304348
2019,3,Ang Mo Kio,57.0,57.0,57.0,37.8,0.0,8.314285714285713,16.8,16.8,18.2,27.185714285714287,32.9,23.0,7.114285714285713,33.8,55.0,46.67721518987342
2019,4,Ang Mo Kio,45.0,39.5,34.0,3.4,0.0,0.4857142857142857,2.2,3.2,3.4,27.185714285714283,32.0,24.5,9.242857142857142,45.4,61.0,52.0258064516129
2019,5,Ang Mo Kio,40.0,40.0,40.0,0.4,0.0,0.08571428571428573,0.4,0.4,0.4,27.42857142857143,32.3,24.3,8.857142857142858,41.8,54.0,50.82876712328767
2019,6,Ang Mo Kio,,,,7.6,0.0,1.0857142857142856,7.2,7.4,7.6,27.985714285714284,34.1,24.3,7.77142857142857,47.9,54.0,51.838709677419345
2019,7,Ang Mo Kio,,,,45.0,0.0,6.428571428571429,40.0,41.0,43.2,27.75714285714286,33.4,23.1,9.157142857142855,45.4,56.0,51.24844720496895
2019,8,Ang Mo Kio,,,,11.8,0.0,2.3428571428571425,11.8,11.8,11.8,27.757142857142853,33.6,22.5,7.614285714285715,42.1,56.0,53.5796178343949
2019,9,Ang Mo Kio,,,,0.2,0.0,0.028571428571428574,0.2,0.2,0.2,27.985714285714284,33.4,24.4,9.4,44.6,58.0,54.50310559006211
2019,10,Ang Mo Kio,,,,23.2,0.0,3.314285714285714,22.2,23.0,23.0,28.62857142857143,35.0,24.6,7.471428571428571,34.6,67.0,58.7639751552795
2019,11,Ang Mo Kio,,,,66.0,0.0,9.857142857142858,48.6,62.2,65.2,28.32857142857143,34.6,21.6,7.77142857142857,49.3,61.0,55.83125
2019,12,Ang Mo Kio,,,,72.2,0.0,12.542857142857144,29.0,43.6,65.0,28.42857142857143,35.0,23.1,7.671428571428571,43.2,74.0,60.716981132075475
2019,13,Ang Mo Kio,,,,34.2,0.0,9.142857142857142,26.6,33.6,34.2,28.485714285714288,34.4,21.5,6.985714285714287,50.4,77.0,61.51552795031056
2019,14,Ang Mo Kio,20.0,20.0,20.0,11.6,0.0,3.1428571428571432,6.2,7.0,8.6,28.17142857142857,34.3,22.6,7.142857142857142,42.1,71.0,52.962732919254655
2019,15,Ang Mo Kio,17.0,17.0,17.0,5.2,0.0,1.8571428571428568,5.0,5.0,5.0,28.585714285714282,33.9,25.4,7.0,41.0,68.0,57.42857142857143
2019,16,Ang Mo Kio,29.0,29.0,29.0,16.8,0.0,2.9142857142857146,16.2,16.8,16.8,29.5,35.1,25.2,7.3428571428571425,33.8,66.0,53.68589743589744
2019,17,Ang Mo Kio,26.0,26.0,26.0,59.8,0.0,13.257142857142856,28.0,41.4,50.8,28.014285714285716,35.1,23.7,6.4142857142857155,47.5,69.0,54.97142857142857
2019,18,Ang Mo Kio,18.0,16.5,15.0,18.6,0.0,3.9142857142857146,18.0,18.4,18.6,28.8,33.7,24.0,7.257142857142857,41.8,76.0,60.677018633540364
2019,19,Ang Mo Kio,39.0,39.0,39.0,61.4,0.0,11.4,31.4,36.8,39.0,29.357142857142854,34.1,23.1,6.7857142857142865,47.9,64.0,52.372670807453424
2019,20,Ang Mo Kio,44.0,44.0,44.0,20.8,0.0,6.85,17.6,19.4,20.6,28.557142857142853,33.3,23.2,7.428571428571429,40.7,58.0,51.41614906832297
2019,21,Ang Mo Kio,80.0,80.0,80.0,0.4,0.0,0.08571428571428573,0.4,0.4,0.4,29.314285714285717,34.5,26.2,8.485714285714286,34.6,54.0,39.847133757961785
2019,22,Ang Mo Kio,80.0,80.0,80.0,17.6,0.0,3.4,9.6,9.8,9.8,28.985714285714288,34.0,23.4,9.5,43.9,42.0,34.236024844720504
2019,23,Ang Mo Kio,146.0,131.0,116.0,11.6,0.0,4.449999999999998,5.2,7.8,8.2,27.55,32.5,24.9,8.825,31.0,56.0,43.24223602484472
2019,24,Ang Mo Kio,153.0,153.0,153.0,34.4,0.0,11.166666666666664,20.6,26.6,26.6,28.68333333333333,33.0,24.1,9.133333333333333,34.9,52.0,39.653333333333336
2019,25,Ang Mo Kio,159.0,159.0,159.0,20.6,0.0,7.2666666666666675,16.4,17.4,17.8,27.985714285714288,32.8,22.7,9.914285714285713,52.6,51.0,37.532051282051285
2019,26,Ang Mo Kio,159.0,159.0,159.0,1.0,0.0,0.4,1.0,1.0,1.0,29.142857142857146,33.1,26.1,12.014285714285714,39.6,61.0,53.225
2019,27,Ang Mo Kio,195.0,168.5,142.0,4.0,0.0,1.1714285714285713,4.0,4.0,4.0,29.17142857142857,33.1,23.9,12.971428571428573,37.4,64.0,53.509316770186345
2019,28,Ang Mo Kio,291.0,291.0,291.0,14.4,0.0,3.5142857142857147,13.6,13.8,13.8,28.82857142857143,33.1,22.8,13.942857142857143,50.4,52.0,49.24844720496895
2019,29,Ang Mo Kio,341.0,341.0,341.0,9.8,0.0,2.7142857142857144,8.8,9.6,9.8,28.614285714285717,32.7,23.0,12.557142857142859,39.2,59.0,55.67105263157895
2019,30,Ang Mo Kio,270.0,270.0,270.0,5.4,0.0,1.4,3.6,4.6,5.2,28.54285714285714,33.0,23.9,12.328571428571427,32.8,52.0,45.82278481012658
