Year,Week,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2016.0,13.0,6.4,0.0,0.9142857142857144,2.4,3.6,3.8,29.7,34.5,27.1,10.5,36.0
2016.0,14.0,1.2,0.0,0.2857142857142857,1.0,1.0,1.0,29.757142857142856,34.1,26.6,7.257142857142855,33.5
2016.0,15.0,10.8,0.0,4.257142857142858,8.4,9.2,10.8,30.157142857142855,35.8,25.5,5.7,37.1
2016.0,16.0,21.2,0.0,3.542857142857143,13.6,20.4,21.2,30.157142857142855,36.0,25.8,5.785714285714286,28.8
2016.0,17.0,1.8,0.0,0.42857142857142855,1.8,1.8,1.8,30.099999999999998,35.2,27.3,5.1000000000000005,33.5
2016.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,30.67142857142857,35.9,27.9,5.299999999999999,29.2
2016.0,19.0,40.4,0.0,12.028571428571427,29.6,39.6,40.2,29.81428571428572,35.0,24.7,6.1571428571428575,44.6
2016.0,20.0,31.4,0.0,10.457142857142857,18.8,25.2,29.0,29.47142857142857,34.5,24.7,7.357142857142857,52.6
2016.0,21.0,18.4,0.0,6.0,17.0,18.2,18.2,30.11428571428571,34.9,25.1,6.271428571428571,44.3
2016.0,22.0,20.2,0.0,6.685714285714285,15.6,18.6,18.6,28.87142857142857,33.8,24.5,7.514285714285714,48.2
2016.0,23.0,4.6,0.0,2.6,3.8,3.8,4.2,29.52857142857142,34.4,25.1,6.885714285714285,47.9
2016.0,24.0,30.8,0.0,6.057142857142857,11.2,15.2,20.2,28.585714285714285,33.0,23.6,8.857142857142858,43.9
2016.0,25.0,45.2,0.0,6.6000000000000005,15.8,22.4,36.0,29.057142857142857,33.9,23.2,7.771428571428571,47.2
2016.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,35.6,27.7,5.857142857142857,25.2
2016.0,27.0,8.6,0.0,1.3714285714285714,4.6,4.6,8.6,30.285714285714285,35.2,24.5,6.785714285714286,53.3
2016.0,28.0,15.8,0.0,4.171428571428572,15.6,15.8,15.8,28.714285714285715,34.2,23.3,9.6,73.4
2016.0,29.0,91.6,2.0,20.11428571428571,26.8,38.4,46.6,27.699999999999996,32.5,23.2,11.214285714285714,45.0
2016.0,30.0,20.2,0.0,3.914285714285714,20.0,20.2,20.2,28.642857142857142,33.3,23.8,10.328571428571431,54.4
