Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2017,12,1,0.0,0.0,0.0,0.0,28.8,33.1,25.9,8.3,20.9
Tuas South,2017,12,2,0.0,0.0,0.0,0.0,28.9,32.1,26.0,7.2,20.9
Tuas South,2017,12,3,7.8,6.2,6.8,7.0,28.5,30.9,26.1,5.8,19.8
Tuas South,2017,12,4,0.2,0.2,0.2,0.2,28.5,31.1,26.8,4.3,15.1
Tuas South,2017,12,5,0.0,0.0,0.0,0.0,29.1,33.2,26.8,4.3,23.0
Tuas South,2017,12,6,0.2,0.2,0.2,0.2,28.6,31.6,25.2,6.5,27.7
Tuas South,2017,12,7,0.6,0.4,0.6,0.6,27.9,30.8,26.2,5.8,19.4
Tuas South,2017,12,8,0.0,0.0,0.0,0.0,27.6,30.6,25.2,7.2,28.1
Tuas South,2017,12,9,0.0,0.0,0.0,0.0,26.6,28.2,25.5,6.1,22.7
Tuas South,2017,12,10,5.6,4.2,5.2,5.6,28.0,32.3,25.6,6.1,23.8
Tuas South,2017,12,11,10.8,10.2,10.6,10.6,27.6,31.8,24.6,6.5,22.7
Tuas South,2017,12,12,19.2,15.8,16.2,16.2,26.6,29.9,24.4,5.4,32.0
Tuas South,2017,12,13,0.0,0.0,0.0,0.0,27.4,31.6,25.7,6.8,24.8
Tuas South,2017,12,14,0.0,0.0,0.0,0.0,28.3,32.3,25.8,6.8,24.5
Tuas South,2017,12,15,16.2,15.6,16.2,16.2,27.4,31.5,23.4,5.4,38.9
Tuas South,2017,12,16,2.2,1.2,2.0,2.2,27.6,31.3,24.9,4.7,23.8
Tuas South,2017,12,17,0.0,0.0,0.0,0.0,28.0,31.3,25.9,7.2,27.7
Tuas South,2017,12,18,0.0,0.0,0.0,0.0,28.2,32.1,25.9,7.2,23.8
Tuas South,2017,12,19,0.0,0.0,0.0,0.0,27.1,30.8,25.4,7.6,25.2
Tuas South,2017,12,20,5.8,5.4,5.6,5.8,27.3,31.1,25.4,7.2,25.6
Tuas South,2017,12,21,0.0,0.0,0.0,0.0,28.2,31.4,25.6,7.2,26.3
Tuas South,2017,12,22,11.8,11.0,11.8,11.8,28.1,31.7,24.7,10.4,47.5
Tuas South,2017,12,23,8.8,6.8,7.0,7.2,27.5,30.4,24.3,8.6,31.7
Tuas South,2017,12,24,0.0,0.0,0.0,0.0,26.8,27.9,25.7,7.6,25.6
Tuas South,2017,12,25,14.2,13.2,14.2,14.2,27.6,31.0,25.2,7.6,40.7
Tuas South,2017,12,26,2.0,1.0,1.2,1.4,27.5,30.7,24.8,7.6,32.8
Tuas South,2017,12,27,0.0,0.0,0.0,0.0,28.0,32.3,25.3,5.8,20.2
Tuas South,2017,12,28,0.0,0.0,0.0,0.0,28.0,31.5,26.0,5.8,18.4
Tuas South,2017,12,29,7.6,7.6,7.6,7.6,27.7,32.1,25.8,6.5,35.3
Tuas South,2017,12,30,26.0,13.8,19.6,21.2,26.7,30.7,24.4,5.4,32.4
Tuas South,2017,12,31,21.6,6.0,7.2,8.2,25.3,26.4,24.6,5.0,18.7
Tuas South,2018,1,1,10.4,4.2,5,7.4,25.4,26.9,24.1,5,21.2
Tuas South,2018,1,2,0,0,0,0,25.9,28,24.9,4.3,16.9
Tuas South,2018,1,3,0.8,0.8,0.8,0.8,26.9,30.4,24.9,5,20.9
Tuas South,2018,1,4,2.6,2,2,2,26.9,30.1,24.5,4.3,27.4
Tuas South,2018,1,5,0.8,0.6,0.6,0.6,26.5,28.2,25.4,4.3,27.4
Tuas South,2018,1,6,0,0,0,0,27.6,30.8,25.1,3.2,13.3
Tuas South,2018,1,7,0,0,0,0,27.6,30.8,25.9,2.5,15.1
Tuas South,2018,1,8,,,,,,,,,
Tuas South,2018,1,9,22.2,14.2,18.2,22.2,26.7,30.7,25.2,6.5,28.4
Tuas South,2018,1,10,7.8,1,1.8,3,25.1,26.6,23.7,5.8,22.7
Tuas South,2018,1,11,15,5,5.4,5.8,24.2,25.6,22.9,9.7,34.6
Tuas South,2018,1,12,8,1.8,2.2,2.8,23.1,24.2,22.2,10.4,29.2
Tuas South,2018,1,13,9.8,1,1.8,3,23.3,24,22.7,7.6,25.9
Tuas South,2018,1,14,4,0.8,1.4,2,24,25.7,22.2,7.9,24.8
Tuas South,2018,1,15,0.2,0.2,0.2,0.2,24.8,26.9,23.3,6.1,22.7
Tuas South,2018,1,16,6,5.8,6,6,26.1,29.4,23.5,6.1,23.8
Tuas South,2018,1,17,8,7.2,7.6,7.6,26.9,31.3,24.9,6.5,20.9
Tuas South,2018,1,18,0,0,0,0,27.5,31.9,25,6.5,22.3
Tuas South,2018,1,19,1.4,1.2,1.2,1.4,26.9,30.3,25.1,6.5,22
Tuas South,2018,1,20,0.2,0.2,0.2,0.2,26.9,29.7,25.6,6.1,17.6
Tuas South,2018,1,21,0,0,0,0,27.7,31.3,25.1,7.2,22
Tuas South,2018,1,22,0,0,0,0,28.1,32.1,25.8,6.5,23.4
Tuas South,2018,1,23,11.6,9,11,11.4,26.9,29.8,24.5,6.1,32.8
Tuas South,2018,1,24,66.2,21.6,31.2,39.6,26.4,30.4,23.3,6.8,27.7
Tuas South,2018,1,25,0.2,0.2,0.2,0.2,26.8,29.2,24.2,6.5,19.8
Tuas South,2018,1,26,0,0,0,0,26.8,30.1,25.1,5.8,19.1
Tuas South,2018,1,27,0,0,0,0,27.9,32.2,24.9,6.1,22.3
Tuas South,2018,1,28,1.2,1,1.2,1.2,27.5,32.5,25.7,6.8,21.2
Tuas South,2018,1,29,0.2,0.2,0.2,0.2,27.8,31,24.8,7.9,34.9
Tuas South,2018,1,30,0,0,0,0,28.2,30.7,26.4,6.8,22
Tuas South,2018,1,31,0,0,0,0,27.9,31.5,26.2,8.6,23
Tuas South,2018,2,1,0.0,0.0,0.0,0.0,28.9,32.4,26.6,7.6,27.0
Tuas South,2018,2,2,1.8,1.0,1.6,1.8,26.5,28.3,25.3,6.1,26.6
Tuas South,2018,2,3,0.2,0.2,0.2,0.2,27.8,31.8,25.1,7.2,24.1
Tuas South,2018,2,4,0.0,0.0,0.0,0.0,27.4,31.2,25.8,7.2,28.8
Tuas South,2018,2,5,0.0,0.0,0.0,0.0,27.6,31.6,25.4,7.9,28.8
Tuas South,2018,2,6,0.0,0.0,0.0,0.0,27.2,31.2,24.8,8.3,24.8
Tuas South,2018,2,7,0.0,0.0,0.0,0.0,26.5,28.4,24.7,6.5,23.0
Tuas South,2018,2,8,0.0,0.0,0.0,0.0,27.0,30.7,24.2,6.8,21.2
Tuas South,2018,2,9,0.0,0.0,0.0,0.0,27.5,32.9,24.3,7.6,26.3
Tuas South,2018,2,10,0.0,0.0,0.0,0.0,27.5,32.0,24.2,7.6,23.8
Tuas South,2018,2,11,0.0,0.0,0.0,0.0,27.7,32.0,24.9,7.6,23.0
Tuas South,2018,2,12,0.0,0.0,0.0,0.0,27.9,32.7,24.9,9.0,28.8
Tuas South,2018,2,13,1.8,1.8,1.8,1.8,27.4,33.5,25.1,6.5,50.8
Tuas South,2018,2,14,0.0,0.0,0.0,0.0,27.4,31.8,24.6,7.2,24.5
Tuas South,2018,2,15,0.0,0.0,0.0,0.0,27.8,31.6,25.3,6.1,22.3
Tuas South,2018,2,16,0.0,0.0,0.0,0.0,27.6,29.5,25.6,6.8,24.5
Tuas South,2018,2,17,0.6,0.6,0.6,0.6,28.2,31.8,25.2,6.1,22.3
Tuas South,2018,2,18,0.0,0.0,0.0,0.0,28.4,32.8,26.2,5.0,24.1
Tuas South,2018,2,19,0.0,0.0,0.0,0.0,28.6,33.3,25.5,6.1,21.6
Tuas South,2018,2,20,0.0,0.0,0.0,0.0,28.5,32.9,25.5,5.4,20.2
Tuas South,2018,2,21,0.8,0.8,0.8,0.8,28.5,32.9,25.9,6.1,21.6
Tuas South,2018,2,22,0.0,0.0,0.0,0.0,28.1,31.3,25.3,6.8,22.7
Tuas South,2018,2,23,5.8,3.6,4.0,4.4,26.7,31.6,24.3,5.8,24.1
Tuas South,2018,2,24,0.0,0.0,0.0,0.0,26.2,29.8,25.1,6.1,21.6
Tuas South,2018,2,25,0.0,0.0,0.0,0.0,27.9,31.5,25.6,5.0,20.2
Tuas South,2018,2,26,0.0,0.0,0.0,0.0,28.1,32.0,26.0,6.8,23.0
Tuas South,2018,2,27,18.4,14.4,16.0,18.4,27.7,32.7,25.5,5.4,25.2
Tuas South,2018,2,28,0.0,0.0,0.0,0.0,27.9,31.4,25.8,6.8,23.4
Tuas South,2018,3,1,0.6,0.4,0.4,0.4,28.1,32.2,26.1,4.7,24.1
Tuas South,2018,3,2,0.0,0.0,0.0,0.0,28.3,30.9,26.3,4.7,19.8
Tuas South,2018,3,3,13.2,11.2,13.0,13.2,27.9,32.5,24.3,4.7,32.4
Tuas South,2018,3,4,16.8,14.0,14.2,14.2,27.5,31.3,25.5,5.4,27.0
Tuas South,2018,3,5,0.0,0.0,0.0,0.0,28.9,34.4,26.4,5.8,38.2
Tuas South,2018,3,6,1.2,1.2,1.2,1.2,28.3,31.7,26.0,6.1,21.6
Tuas South,2018,3,7,46.8,26.4,40.8,44.8,26.6,27.9,24.2,5.8,38.2
Tuas South,2018,3,8,0.0,0.0,0.0,0.0,27.6,30.5,25.7,4.7,20.9
Tuas South,2018,3,9,0.0,0.0,0.0,0.0,29.2,34.3,26.0,6.1,25.6
Tuas South,2018,3,10,46.6,27.0,29.6,30.6,27.3,30.2,24.2,6.1,28.8
Tuas South,2018,3,11,0.4,0.4,0.4,0.4,28.1,33.4,25.4,6.1,28.4
Tuas South,2018,3,12,4.4,3.2,3.4,4.4,27.4,31.1,25.5,5.0,28.1
Tuas South,2018,3,13,0.0,0.0,0.0,0.0,28.3,33.3,26.1,5.0,23.0
Tuas South,2018,3,14,0.2,0.2,0.2,0.2,28.5,32.7,26.0,5.0,21.6
Tuas South,2018,3,15,0.0,0.0,0.0,0.0,28.9,32.7,26.1,5.0,23.4
Tuas South,2018,3,16,0.0,0.0,0.0,0.0,29.1,32.8,25.4,4.3,22.3
Tuas South,2018,3,17,2.4,2.4,2.4,2.4,28.7,33.7,25.8,4.7,23.0
Tuas South,2018,3,18,22.0,19.0,21.6,22.0,28.1,32.4,23.5,4.7,30.6
Tuas South,2018,3,19,0.0,0.0,0.0,0.0,29.1,32.4,26.1,5.0,24.1
Tuas South,2018,3,20,0.0,0.0,0.0,0.0,28.8,32.6,26.5,5.0,22.7
Tuas South,2018,3,21,0.0,0.0,0.0,0.0,28.2,31.1,26.4,6.1,21.2
Tuas South,2018,3,22,0.0,0.0,0.0,0.0,29.6,34.5,27.0,6.5,24.1
Tuas South,2018,3,23,0.0,0.0,0.0,0.0,29.2,33.8,26.4,5.8,23.0
Tuas South,2018,3,24,12.6,10.8,11.2,12.6,28.1,32.2,25.0,4.3,25.9
Tuas South,2018,3,25,21.4,13.4,14.2,14.4,26.9,29.6,24.4,3.2,19.8
Tuas South,2018,3,26,38.4,30.6,36.4,37.2,26.9,31.7,24.2,4.0,26.3
Tuas South,2018,3,27,10.8,3.6,5.6,6.8,25.5,26.8,24.0,9.4,41.4
Tuas South,2018,3,28,0.2,0.2,0.2,0.2,27.4,30.4,25.4,6.5,21.2
Tuas South,2018,3,29,0.0,0.0,0.0,0.0,27.8,30.2,26.1,4.3,21.2
Tuas South,2018,3,30,1.8,1.0,1.6,1.6,27.5,31.3,25.3,5.4,36.4
Tuas South,2018,3,31,0.0,0.0,0.0,0.0,28.5,31.2,26.2,7.6,29.2
Tuas South,2018,4,1,1.0,1.0,1.0,1.0,28.4,32.9,25.7,6.1,26.6
Tuas South,2018,4,2,14.4,14.0,14.2,14.4,28.5,33.0,25.1,6.1,27.4
Tuas South,2018,4,3,0.0,0.0,0.0,0.0,28.9,32.9,26.8,5.4,21.2
Tuas South,2018,4,4,0.0,0.0,0.0,0.0,29.0,32.0,26.5,4.0,20.5
Tuas South,2018,4,5,0.0,0.0,0.0,0.0,28.9,32.7,26.0,4.3,19.4
Tuas South,2018,4,6,0.0,0.0,0.0,0.0,29.0,33.3,26.2,4.7,19.8
Tuas South,2018,4,7,0.0,0.0,0.0,0.0,28.4,33.0,26.6,5.4,21.2
Tuas South,2018,4,8,3.6,3.2,3.2,3.6,28.3,33.0,26.1,5.4,29.5
Tuas South,2018,4,9,0.2,0.2,0.2,0.2,29.2,33.6,27.0,5.8,23.0
Tuas South,2018,4,10,0.0,0.0,0.0,0.0,29.1,32.4,26.4,3.2,21.2
Tuas South,2018,4,11,2.0,2.0,2.0,2.0,29.6,33.3,26.9,2.9,17.3
Tuas South,2018,4,12,11.2,6.8,7.6,11.2,28.8,33.1,26.5,4.7,20.9
Tuas South,2018,4,13,5.2,4.0,5.0,5.0,29.0,32.8,27.0,4.0,25.2
Tuas South,2018,4,14,10.6,9.6,10.2,10.2,27.7,31.2,25.3,4.7,27.4
Tuas South,2018,4,15,1.4,0.8,1.0,1.0,27.4,31.0,25.7,4.7,23.0
Tuas South,2018,4,16,1.0,0.8,0.8,1.0,26.8,29.3,25.7,5.4,38.9
Tuas South,2018,4,17,12.6,7.6,8.6,12.6,27.4,32.6,24.9,4.7,22.3
Tuas South,2018,4,18,10.0,8.8,10.0,10.0,28.1,32.3,26.0,4.0,22.3
Tuas South,2018,4,19,1.0,0.6,0.8,1.0,27.6,31.0,26.0,4.3,19.8
Tuas South,2018,4,20,35.8,26.0,33.0,35.2,27.0,31.3,23.5,4.0,27.0
Tuas South,2018,4,21,24.8,14.4,15.0,21.0,26.9,30.5,25.2,3.2,17.6
Tuas South,2018,4,22,0.0,0.0,0.0,0.0,28.1,31.2,26.0,3.2,16.9
Tuas South,2018,4,23,0.4,0.4,0.4,0.4,27.6,31.3,25.6,4.3,19.8
Tuas South,2018,4,24,0.0,0.0,0.0,0.0,28.7,31.4,25.9,7.9,21.6
Tuas South,2018,4,25,0.0,0.0,0.0,0.0,30.1,33.5,27.4,5.0,23.8
Tuas South,2018,4,26,0.6,0.6,0.6,0.6,29.4,32.1,28.0,5.8,26.6
Tuas South,2018,4,27,5.2,1.2,2.4,4.0,27.4,30.3,24.0,4.7,21.2
Tuas South,2018,4,28,0.0,0.0,0.0,0.0,28.6,31.8,25.6,4.0,22.3
Tuas South,2018,4,29,0.0,0.0,0.0,0.0,30.0,33.0,27.1,4.3,25.9
Tuas South,2018,4,30,0.0,0.0,0.0,0.0,29.9,33.2,28.1,4.3,29.2
Tuas South,2018,5,1,23.2,16.8,22.2,22.2,27.2,29.2,24.9,2.9,15.5
Tuas South,2018,5,2,5.4,4.2,5.2,5.4,27.9,32.3,25.2,4.7,20.5
Tuas South,2018,5,3,16.8,16,16.4,16.4,28.1,32.3,24.1,4,28.1
Tuas South,2018,5,4,0,0,0,0,29,32.6,26.3,5.4,20.9
Tuas South,2018,5,5,0,0,0,0,29,32.1,26.8,6.1,25.6
Tuas South,2018,5,6,0.2,0.2,0.2,0.2,29.8,33,27.7,4,21.2
Tuas South,2018,5,7,0,0,0,0,29.7,32.7,26.8,5,24.5
Tuas South,2018,5,8,0,0,0,0,30.3,33.5,27.5,4.3,25.2
Tuas South,2018,5,9,0,0,0,0,30.8,34,28.8,3.6,21.6
Tuas South,2018,5,10,0,0,0,0,29.7,32.4,28.3,3.2,24.8
Tuas South,2018,5,11,26,20.8,24.8,25.6,28.9,31.6,24.6,3.2,28.1
Tuas South,2018,5,12,1.8,1.4,1.4,1.6,29.1,33,26.6,4.3,27.7
Tuas South,2018,5,13,43.2,24,33,39.4,28.3,30.7,24.5,4.3,18
Tuas South,2018,5,14,27.4,21,27,27.4,28.9,32.2,25.1,4.3,21.2
Tuas South,2018,5,15,24.2,17.6,19,19,28.6,32.4,25.3,4,23.8
Tuas South,2018,5,16,2.2,1,1,1.6,27.1,30.9,25.1,6.1,32
Tuas South,2018,5,17,0,0,0,0,28.8,31.6,26.5,4.3,16.9
Tuas South,2018,5,18,42,33,37.6,41,27.6,31.2,24.5,4.3,28.8
Tuas South,2018,5,19,6,5.4,5.8,6,27.5,30.7,25.2,4.7,21.6
Tuas South,2018,5,20,20.4,16.8,18.8,20.2,27.1,29.4,25.4,4,18.7
Tuas South,2018,5,21,20.6,20,20.2,20.2,28.1,30.6,25.2,4.7,30.2
Tuas South,2018,5,22,0,0,0,0,29.1,32.8,26.9,4,19.4
Tuas South,2018,5,23,35.8,26,27,32.2,27.6,29.2,24.6,6.1,25.2
Tuas South,2018,5,24,0.2,0.2,0.2,0.2,29.1,32.9,24.8,6.5,36
Tuas South,2018,5,25,23.2,17.8,20.6,20.8,28.2,31.7,25.2,4.3,19.4
Tuas South,2018,5,26,,,,,,,,,
Tuas South,2018,5,27,,,,,,,,,
Tuas South,2018,5,28,,,,,,,,,
Tuas South,2018,5,29,0.6,0.4,0.4,0.4,,,,4,27
Tuas South,2018,5,30,33.2,18.8,19.8,20,27.9,31,25.1,4.7,23.4
Tuas South,2018,5,31,2,1.6,2,2,28.1,30.9,24.9,4.3,31.7
Tuas South,2018,6,1,16.2,5.8,7.6,9.4,28.1,30.6,24.8,6.5,38.9
Tuas South,2018,6,2,23.6,14.2,17.2,18.6,27.4,29.3,23.1,5.8,46.4
Tuas South,2018,6,3,0,0,0,0,29,31.9,26.5,3.6,15.5
Tuas South,2018,6,4,7.6,7.2,7.6,7.6,29.4,32.3,24.1,5.4,44.3
Tuas South,2018,6,5,0,0,0,0,30.1,32.9,28.3,5,25.2
Tuas South,2018,6,6,0,0,0,0,30.5,33.1,28.6,4.3,23.4
Tuas South,2018,6,7,0,0,0,0,30.5,33.1,28.7,4.7,23
Tuas South,2018,6,8,1.2,1.2,1.2,1.2,29.1,31.6,25,5.8,46.1
Tuas South,2018,6,9,0,0,0,0,29.9,32.3,28.3,6.5,20.9
Tuas South,2018,6,10,0,0,0,0,29.9,31.5,28.9,5.4,26.3
Tuas South,2018,6,11,0,0,0,0,30.3,32.6,28.8,5.8,33.8
Tuas South,2018,6,12,0.2,0.2,0.2,0.2,30,31.8,28.9,6.5,27.7
Tuas South,2018,6,13,0,0,0,0,29.3,31.4,27.7,4.7,21.2
Tuas South,2018,6,14,0,0,0,0,29.4,31.9,27.8,5.8,22.3
Tuas South,2018,6,15,86.8,44.4,56.6,58.4,27.2,29.4,22.8,5,36
Tuas South,2018,6,16,0,0,0,0,29.4,32.1,27.1,6.5,26.6
Tuas South,2018,6,17,0,0,0,0,29.9,32.1,28.5,4.3,87.8
Tuas South,2018,6,18,7.4,3.8,3.8,4,28.6,30.8,26,5,39.6
Tuas South,2018,6,19,7.8,5,7.4,7.8,28.3,30.5,25.6,7.9,47.2
Tuas South,2018,6,20,68,22.8,24.6,34.2,26.6,29.4,23.6,2.9,34.2
Tuas South,2018,6,21,,,,,,,,,
Tuas South,2018,6,22,,,,,,,,,
Tuas South,2018,6,23,,,,,,,,,
Tuas South,2018,6,24,,,,,,,,,
Tuas South,2018,6,25,16,9.8,12.8,14.8,26.7,28,23.3,7.6,52.6
Tuas South,2018,6,26,1.6,1,1,1.4,27.3,28.5,24.8,4.7,29.9
Tuas South,2018,6,27,9.8,4.2,4.4,4.4,26.4,27.7,24,7.9,36
Tuas South,2018,6,28,19.2,15,18.2,19.2,27.8,30.7,24.3,5.4,21.2
Tuas South,2018,6,29,13,5,9,11.8,26.5,27.8,24.3,6.5,22.7
Tuas South,2018,6,30,0,0,0,0,28.2,30.2,26.8,8.3,24.1
Tuas South,2018,7,1,1.6,0.6,0.8,1.0,27.3,29.0,26.2,4.3,20.9
Tuas South,2018,7,2,0.2,0.2,0.2,0.2,27.7,29.4,26.5,6.5,15.5
Tuas South,2018,7,3,22.2,13.0,14.4,20.2,27.8,30.4,23.8,4.7,22.3
Tuas South,2018,7,4,0.0,0.0,0.0,0.0,28.8,31.5,26.6,5.4,21.2
Tuas South,2018,7,5,0.0,0.0,0.0,0.0,29.0,31.5,27.3,5.0,25.6
Tuas South,2018,7,6,0.0,0.0,0.0,0.0,29.0,31.6,27.4,4.3,28.1
Tuas South,2018,7,7,0.0,0.0,0.0,0.0,29.1,31.3,27.8,6.1,27.0
Tuas South,2018,7,8,0.2,0.2,0.2,0.2,28.7,30.6,27.7,6.5,28.8
Tuas South,2018,7,9,9.4,9.2,9.4,9.4,28.7,31.0,24.8,4.7,33.5
Tuas South,2018,7,10,5.2,2.6,2.6,4.2,27.1,28.8,24.5,10.1,40.7
Tuas South,2018,7,11,0.2,0.2,0.2,0.2,28.4,30.8,26.5,7.2,20.9
Tuas South,2018,7,12,0.0,0.0,0.0,0.0,29.4,32.8,27.7,5.4,22.0
Tuas South,2018,7,13,0.0,0.0,0.0,0.0,29.1,31.1,27.8,5.4,27.0
Tuas South,2018,7,14,0.2,0.2,0.2,0.2,28.9,31.1,25.8,5.4,29.2
Tuas South,2018,7,15,9.2,8.0,8.2,9.0,27.8,30.4,22.6,6.1,37.1
Tuas South,2018,7,16,0.0,0.0,0.0,0.0,29.0,31.6,27.4,4.3,30.6
Tuas South,2018,7,17,0.0,0.0,0.0,0.0,29.2,31.7,27.7,5.4,32.8
Tuas South,2018,7,18,0.0,0.0,0.0,0.0,29.3,31.1,28.3,5.0,26.6
Tuas South,2018,7,19,3.0,2.4,3.0,3.0,28.7,31.0,25.5,5.8,43.2
Tuas South,2018,7,20,4.2,4.0,4.2,4.2,29.3,31.7,26.7,7.2,26.6
Tuas South,2018,7,21,1.6,1.6,1.6,1.6,28.7,29.9,27.1,5.4,27.7
Tuas South,2018,7,22,6.2,5.6,6.2,6.2,29.0,31.5,28.0,4.7,21.2
Tuas South,2018,7,23,0.0,0.0,0.0,0.0,29.7,32.6,27.9,4.7,21.6
Tuas South,2018,7,24,0.0,0.0,0.0,0.0,29.8,32.8,28.0,5.8,30.6
Tuas South,2018,7,25,9.8,9.2,9.2,9.2,27.3,29.2,24.0,5.4,29.9
Tuas South,2018,7,26,0.0,0.0,0.0,0.0,28.8,32.1,26.0,5.4,25.2
Tuas South,2018,7,27,0.0,0.0,0.0,0.0,29.5,32.4,27.5,5.0,22.3
Tuas South,2018,7,28,0.0,0.0,0.0,0.0,29.8,32.7,27.9,4.3,24.1
Tuas South,2018,7,29,0.0,0.0,0.0,0.0,29.3,32.2,27.6,5.4,38.2
Tuas South,2018,7,30,7.6,3.4,6.8,7.4,27.2,28.7,24.6,6.1,35.3
Tuas South,2018,7,31,0.0,0.0,0.0,0.0,27.9,30.4,26.8,4.7,20.9
Tuas South,2018,8,1,0.2,0.2,0.2,0.2,26.9,28.7,25.8,4.0,23.0
Tuas South,2018,8,2,0.0,0.0,0.0,0.0,28.2,30.7,26.4,9.4,32.0
Tuas South,2018,8,3,0.0,0.0,0.0,0.0,28.9,31.6,26.4,4.3,22.0
Tuas South,2018,8,4,0.0,0.0,0.0,0.0,29.0,31.5,27.6,5.4,28.1
Tuas South,2018,8,5,0.0,0.0,0.0,0.0,28.7,30.5,27.6,5.8,34.2
Tuas South,2018,8,6,0.0,0.0,0.0,0.0,28.6,30.6,27.3,4.7,40.0
Tuas South,2018,8,7,0.0,0.0,0.0,0.0,28.6,30.7,27.3,7.2,28.8
Tuas South,2018,8,8,0.2,0.2,0.2,0.2,27.5,29.7,23.4,7.6,27.0
Tuas South,2018,8,9,0.0,0.0,0.0,0.0,28.8,31.3,27.3,8.3,32.0
Tuas South,2018,8,10,0.0,0.0,0.0,0.0,29.4,31.8,27.6,6.1,31.3
Tuas South,2018,8,11,0.0,0.0,0.0,0.0,29.3,32.2,27.6,5.0,26.6
Tuas South,2018,8,12,0.0,0.0,0.0,0.0,29.6,32.8,27.6,5.4,23.0
Tuas South,2018,8,13,0.0,0.0,0.0,0.0,29.7,32.6,27.9,4.7,25.2
Tuas South,2018,8,14,0.0,0.0,0.0,0.0,29.8,32.8,28.1,5.4,33.8
Tuas South,2018,8,15,3.4,2.0,2.0,3.0,29.5,32.2,27.3,5.0,28.8
Tuas South,2018,8,16,0.0,0.0,0.0,0.0,29.6,32.4,27.8,5.0,27.0
Tuas South,2018,8,17,20.6,17.4,20.4,20.6,28.4,30.2,23.8,5.8,32.0
Tuas South,2018,8,18,0.4,0.4,0.4,0.4,29.1,31.6,26.1,5.0,29.5
Tuas South,2018,8,19,0.0,0.0,0.0,0.0,29.5,31.7,28.1,6.1,33.5
Tuas South,2018,8,20,0.0,0.0,0.0,0.0,29.8,32.8,28.0,5.4,27.0
Tuas South,2018,8,21,0.0,0.0,0.0,0.0,29.7,32.4,27.9,5.4,30.2
Tuas South,2018,8,22,20.2,12.0,12.4,12.4,27.9,29.5,24.9,5.8,34.9
Tuas South,2018,8,23,0.0,0.0,0.0,0.0,29.3,30.8,28.0,8.6,29.5
Tuas South,2018,8,24,0.8,0.6,0.6,0.6,27.9,29.2,25.6,5.0,42.8
Tuas South,2018,8,25,0.0,0.0,0.0,0.0,27.9,30.4,25.6,7.6,40.0
Tuas South,2018,8,26,0.0,0.0,0.0,0.0,29.4,32.3,27.4,5.4,25.6
Tuas South,2018,8,27,0.0,0.0,0.0,0.0,29.8,32.9,27.8,4.3,25.9
Tuas South,2018,8,28,0.0,0.0,0.0,0.0,28.8,31.2,26.5,6.5,39.6
Tuas South,2018,8,29,0.0,0.0,0.0,0.0,28.3,30.3,26.4,5.0,25.6
Tuas South,2018,8,30,0.0,0.0,0.0,0.0,28.8,31.5,25.8,6.1,27.7
Tuas South,2018,8,31,7.2,4.0,6.2,7.0,27.7,30.5,25.8,6.1,38.9
Tuas South,2018,9,1,0.0,0.0,0.0,0.0,28.0,30.9,25.5,5.0,19.4
Tuas South,2018,9,2,0.8,0.4,0.6,0.8,27.5,29.6,24.9,4.3,27.0
Tuas South,2018,9,3,0.0,0.0,0.0,0.0,28.2,30.6,25.8,7.6,38.2
Tuas South,2018,9,4,11.2,3.8,6.2,9.2,26.6,28.1,23.8,6.5,83.5
Tuas South,2018,9,5,0.0,0.0,0.0,0.0,27.7,30.1,25.1,5.0,24.8
Tuas South,2018,9,6,0.0,0.0,0.0,0.0,28.9,31.6,27.2,5.0,19.8
Tuas South,2018,9,7,2.0,2.0,2.0,2.0,27.9,29.1,26.8,6.5,23.8
Tuas South,2018,9,8,32.8,19.8,21.8,29.0,27.1,28.4,24.2,6.8,32.8
Tuas South,2018,9,9,7.4,6.8,7.2,7.4,28.0,30.2,25.9,6.8,29.2
Tuas South,2018,9,10,7.4,7.2,7.2,7.4,27.9,30.3,23.8,6.1,25.9
Tuas South,2018,9,11,4.0,3.2,3.4,3.4,26.9,28.8,25.9,4.3,27.0
Tuas South,2018,9,12,0.0,0.0,0.0,0.0,28.1,30.2,26.5,9.4,32.4
Tuas South,2018,9,13,0.0,0.0,0.0,0.0,29.3,32.1,27.3,5.0,21.2
Tuas South,2018,9,14,0.0,0.0,0.0,0.0,29.3,31.7,27.3,4.7,24.8
Tuas South,2018,9,15,1.2,1.2,1.2,1.2,28.8,30.4,27.3,4.3,21.6
Tuas South,2018,9,16,0.2,0.2,0.2,0.2,28.8,31.0,27.6,4.7,33.1
Tuas South,2018,9,17,0.0,0.0,0.0,0.0,29.3,31.4,27.5,5.8,31.3
Tuas South,2018,9,18,0.0,0.0,0.0,0.0,28.1,30.3,26.3,4.7,31.0
Tuas South,2018,9,19,21.8,13.6,21.4,21.6,27.1,30.9,23.3,4.0,27.0
Tuas South,2018,9,20,1.2,0.6,1.0,1.2,26.9,30.9,24.5,5.0,20.5
Tuas South,2018,9,21,0.2,0.2,0.2,0.2,26.9,30.1,24.4,4.3,20.5
Tuas South,2018,9,22,0.0,0.0,0.0,0.0,28.0,30.5,26.1,7.9,22.7
