date,locality,cases with onset in laStreet 2 weeks
180112,"Cassia Cres (Blk 28) / Pine Cl (Blk 3)",1
180112,"Pasir Ris Street 51 (Blk 559, 560, 564)",1
180112,"Geylang EaStreet Avenue 1 (Blk 131)",1
180112,"Jurong WeStreet Avenue 1 (Blk 484) / Jurong WeStreet Street 41 (Blk 492)",2
180112,"Tampines Street 12 (Blk 143, 144)",2
180112,"Tampines Street 45 (Blk 491F, 491G)",2
180115,"Hougang Avenue 7 (The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",37
180115,"Pasir Ris Street 51 (Blk 559, 560, 564)",1
180115,"Whampoa Drive (Blk 98, 100)",2
180115,"Geylang EaStreet Avenue 1 (Blk 131)",1
180115,"Jurong WeStreet Avenue 1 (Blk 484) / Jurong WeStreet Street 41 (Blk 492)",2
180115,"Tampines Street 12 (Blk 143, 144)",2
180115,"Tampines Street 45 (Blk 491F, 491G)",2
180119,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa, The FLorongida) / Upp Serangoon View / Upp Serangoon View Boathouse Residences, Heron Bay, Rio ViStreeta)",23
180119,"Whampoa Drive (Blk 98, 100, 101)",3
180119,"Pasir Ris Street 51 (Blk 559, 560, 564)",2
180119,"Petir Road (Blk 215, 216, 218)",3
180119,"Tampines Street 12 (Blk 143, 144)",1
180119,"Tampines Street 42 (Blk 460) / Tampines Street 43 (Blk 474) / Tampines Street 44 (Blk 463)",3
180119,"Bt Batok Ctrl (Blk 639)",2
180122,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa,The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",10
180122,"Whampoa Drive (Blk 98, 100, 101)",3
180122,"Pasir Ris Street 51 (Blk 559, 560, 564)",2
180122,"Petir Road (Blk 215, 216, 218)",2
180122,"Tampines Street 12 (Blk 143, 144)",1
180122,"Tampines Street 42 (Blk 460) / Tampines Street 43 (Blk 474) / Tampines Street 44 (Blk 463)",3
180122,"Bt Batok Ctrl (Blk 639)",2
180126,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa,The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",15
180126,"Tampines Street 42 (Blk 454, 460) / Tampines Street 43 (Blk 438, 474) / Tampines Street 44 (Blk 463)",5
180126,"Tampines Street 11 (Blk 107, 109)",2
180126,"Yishun Ring Road (Blk 806, 809)",2
180126,"Yishun Street 61 (Blk 636, 638)",1
180129,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa, The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",8
180129,"Tampines Street 42 (Blk 454, 460) / Tampines Street 43 (Blk 438, 474) / Tampines Street 44 (Blk 463)",4
180129,"Tampines Street 11 (Blk 107, 109)",2
180129,"Yishun Ring Road (Blk 806, 809)",1
180129,"Yishun Street 61 (Blk 636, 638)",1
180202,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa, The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",5
180202,"Tampines Street 42 (Blk 454, 460) / Tampines Street 43 (Blk 438, 474) / Tampines Street 44 (Blk 463)",3
180202,"Bedok Reservoir Road (Blk 104, 116, 117, 118, 120)",4
180202,"Tampines Street 45 (Blk 491C, 491D, 491F, 491G)",4
180202,"Jurong WeStreet Avenue 1 (Blk 484) / Jurong WeStreet Street 41 (Blk 477, 492)",1
180202,"Tampines Street 12 (Blk 143)",3
180205,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa, The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",3
180205,"Tampines Street 42 (Blk 454, 460) / Tampines Street 43 (Blk 438, 474) / Tampines Street 44 (Blk 463)",2
180205,"Bedok Reservoir Road (Blk 104, 116, 117, 118, 120,125, 132)",6
180205,"Tampines Street 45 (Blk 491C, 491D, 491F, 491G)",2
180205,"Jurong WeStreet Avenue 1 (Blk 484) / Jurong WeStreet Street 41 (Blk 477, 492)",1
180205,"Tampines Street 12 (Blk 143)",3
180209,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa, The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",5
180209,"Bedok Reservoir Road (Blk 104, 116, 117, 118, 120,125, 132)",9
180209,"Tampines Avenue 9 (Blk 488A) / Tampines Street 41 (Blk 429, 430) / Tampines Street 42 (Blk 454, 460) / Tampines Street 43 (Blk 434, 438, 474) / Tampines Street 44 (Blk 463)",3
180209,"Tampines Street 12 (Blk 143)",4
180209,"Cashew Road (Cashew Park Condo)",4
180209,"Tampines Street 45 (Blk 491C, 491D, 491F, 491G)",2
180212,"Hougang Avenue 7 (Blk 354) / Hougang Avenue 7 (Rio Casa, The FLorongida) / Upp Serangoon View / Upp Serangoon View (Boathouse Residences, Heron Bay, Rio ViStreeta)",3
180212,"Bedok Reservoir Road (Blk 104, 116, 117, 118, 120,125, 132)",3
180212,"Tampines Avenue 9 (Blk 488A) / Tampines Street 41 (Blk 429, 430) / Tampines Street 42 (Blk 454, 460) / Tampines Street 43 (Blk 434, 438, 474) / Tampines Street 44 (Blk 463)",1
180212,"Tampines Street 12 (Blk 143, 144)",4
180212,"Cashew Road (Cashew Park Condo)",4
180212,"Tampines Street 45 (Blk 491C, 491D, 491F, 491G)",1
180212,"Geylang EaStreet Avenue 1 (Blk 131, 132) / Geylang EaStreet Avenue 1 (Central Grove)",3
180215,"Bedok Reservoir Road (Blk 104, 116, 117, 118, 120, 125, 132)",5
180215,"Cashew Cres / Cashew Road (Cashew Park Condo)",10
180215,"Tampines Street 12 (Blk 143, 144)",3
180215,"Geylang EaStreet Avenue 1 (Blk 131, 132) / Geylang EaStreet Avenue 1 (Central Grove)",2
180219,"Bedok Reservoir Road (Blk 104, 116, 117, 118, 120, 125, 132)",1
180219,"Cashew Cres / Cashew Road (Cashew Park Condo)",6
180219,"Tampines Street 12 (Blk 143, 144)",1
180219,"Geylang EaStreet Avenue 1 (Blk 131, 132) / Geylang EaStreet Avenue 1 (Central Grove)",1
180223,"Cashew Cres / Cashew Road (Cashew Park Condo)",3
180226,"Cashew Cres / Cashew Road (Cashew Park Condo)",4
180302,"Cashew Cres / Cashew Road (Cashew Park Condo)",2
180302,"Ceylon Road / Pennefather Road",1
180305,"Cashew Cres / Cashew Road (Cashew Park Condo)",2
180305,"Bukit Batok WeStreet Avenue 6 (Blk 136)",2
180305,"Geylang EaStreet Avenue 1 (Blk 124) / Geylang EaStreet Avenue 2",2
180309,"Cashew Cres / Cashew Road (Cashew Park Condo)",3
180309,"Tampines Street 11 (Blk 107)",3
180309,"Bt Batok WeStreet Avenue 6 (Blk 136)",2
180309,"Clementi WeStreet Street 2 (Blk 709, 713, 714)",2
180309,"Hougang Avenue 7 (The FLorongida)",2
180309,"Pearl Bank (Pearl Bank Apts)",3
180309,"Chai Chee Road (Blk 10, 808C)",2
180309,"CheStreetnut Gardens / Jalan Suasa",2
180309,"Tampines Street 12 (Blk 163, 164)",2
180312,"Cashew Cres / Cashew Road (Cashew Park Condo)",2
180312,"Tampines Street 11 (Blk 107)",1
180312,"Bt Batok WeStreet Avenue 6 (Blk 136)",1
180312,"Hougang Avenue 7 (The FLorongida)",1
180312,"Pearl Bank (Pearl Bank Apts)",1
180312,"Chai Chee Road (Blk 10, 808C)",2
180312,"CheStreetnut Gardens / Jalan Suasa",1
180312,"Tampines Street 12 (Blk 163, 164)",2
180316,"Bedok Reservoir Road (Blk 127, 132, 133, 134, 135)",9
180316,"Joo Chiat Road / Koon Seng Road / Tembeling Road",2
180316,"Tampines Street 11 (Blk 107)",1
180316,"Tampines Street 12 (Blk 163, 164)",2
180320,"Bedok Reservoir Road (Blk 127, 132, 133, 134, 135)",10
180320,"Joo Chiat Road / Koon Seng Road / Tembeling Road",2
180320,"Tampines Street 11 (Blk 107)",1
180320,"Hillview Avenue (Hillview Residence)",1
180320,"Tampines Street 12 (Blk 163, 164)",2
180323,"Bedok Reservoir Road (Blk 127, 132, 133, 134, 135)",8
180323,"Tampines Street 12 (Blk 163, 164)",2
180323,"Kaki Bt Avenue 1",2
180326,"Bedok Reservoir Road (Blk 127, 132, 133, 134, 135, 608)",2
180326,"Tampines Street 12 (Blk 163, 164)",1
180326,"Jurong WeStreet Street 91 (Blk 947, 950)",1
180326,"Kaki Bt Avenue 1",2
180329,"Bedok Reservoir Road (Blk 127, 132, 133, 134, 135, 608)",3
180329,"Bedok North Street 3 (Blk 536)",3
180329,"Jurong WeStreet Street 91 (Blk 947, 950)",1
180329,"Kaki Bt Avenue 1",1
180329,"Whampoa Drive (Blk 97, 101)",2
180402,"Bedok Reservoir Road (Blk 127, 132, 133, 134, 135, 608)",3
180402,"Bedok North Street 3 (Blk 536)",3
180402,"Jurong WeStreet Street 91 (Blk 947, 950)",1
180402,"Kaki Bt Avenue 1",1
180402,"Whampoa Drive (Blk 97, 101) ",2
180406,"Bedok Reservoir Road (Blk 123, 127, 132, 133, 134, 135, 608, 609A)",5
180406,"Bedok North Street 3 (Blk 536, 556)",8
180406,"Jurong WeStreet Street 91 (Blk 945, 946, 947, 950)",4
180406,"Cashew Cres",3
180406,"Jalan Sempadan (Villa Marina)",2
180409,"Bedok Reservoir Road (Blk 123, 127, 132, 133, 134, 135, 608, 609A)",3
180409,"Bedok North Street 3 (Blk 536, 556)",6
180409,"Jurong WeStreet Street 91 (Blk 945, 946, 947, 950)",4
180409,"Cashew Cres",4
180409,"Yishun Street 21 (Blk 201, 212)",2
180409,"Jalan Sempadan (Villa Marina)",2
180409,"Lorong 7 Toa Payoh (Blk 8, 9)",2
180413,"Bedok North Street 3 (Blk 536, 541, 556)",6
180413,"Jurong WeStreet Street 91 (Blk 945, 946, 947, 950)",6
180413,"Cashew Cres",2
180413,"Jalan Sempadan (Villa Marina)",3
180413,"Yishun Street 21 (Blk 201, 212)",3
180413,"Carpmael Road / Joo Chiat Road",2
180413,"Joo Chiat Road / Onan Road",1
180413,"Redhill Cl (Blk 86) / Redhill Lane (Blk 82)",2
180416,"Bedok North Street 3 (Blk 536, 541, 556)",4
180416,"Jurong WeStreet Street 91 (Blk 945, 946, 947, 950)",4
180416,"Cashew Cres",2
180416,"Whampoa Drive (Blk 97, 100, 101, 104)",2
180416,"Carpmael Road / Joo Chiat Road",3
180416,"Jalan Sempadan (Villa Marina)",1
180416,"Yishun Street 21 (Blk 201, 212)",1
180416,"Joo Chiat Road / Onan Road",1
180416,"Redhill Cl (Blk 86) / Redhill Lane (Blk 82)",2
180420,"Bedok North Street 3 (Blk 535, 536, 537, 541, 556)",5
180420,"Jurong WeStreet Street 91 (Blk 940, 945, 946, 947, 950)",10
180420,"Cashew Cres",2
180420,"Whampoa Drive (Blk 97, 98, 100, 101, 104)",2
180420,"Carpmael Road / Joo Chiat Road",1
180420,"Jalan Sempadan (Villa Marina)",2
180420,"Henderson Road (Blk 92) / Redhill Cl (Blk 86) / Redhill Lane (Blk 82)",2
180420,"Kim Keat Cl / Kim Keat Lane",2
180420,"Yunnan Cres",2
180423,"Bedok North Street 3 (Blk 535, 536, 537, 541,556)",5
180423,"Jurong WeStreet Street 91 (Blk 940, 945, 946, 947, 949, 950)",10
180423,"Cashew Cres",1
180423,"Whampoa Drive (Blk 97, 98, 100, 101, 104)",1
180423,"Carpmael Road / Joo Chiat Road",1
180423,"Jalan Sempadan (Villa Marina)",2
180423,"Henderson Road (Blk 92) / Redhill Cl (Blk 86) / Redhill Lane (Blk 82)",1
180423,"Kim Keat Cl / Kim Keat Lane",2
180423,"Lorong 24A Geylang / Lorong 26 Geylang",3
180423,"Yunnan Cres",1
180427,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950) / Jurong WeStreet Street 92 (Blk 920, 928)",22
180427,"Bedok North Street 3 (Blk 535, 536, 537, 541,556,557)",3
180427,"Cashew Cres, Lk / CheStreetnut Drive",8
180427,"BaleStreetier Road / Kim Keat Cl, Lane / Kim Keat Road (Victory Hts)",1
180427,"Yunnan Cres",2
180427,"Elliot Road",2
180427,"Tampines Street 12 (Blk 158, 161)",1
180430,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950) / Jurong WeStreet Street 92 (Blk 920, 928)",15
180430,"Bedok North Street 3 (Blk 533, 535, 536, 537, 541, 556, 557)",6
180430,"Cashew Cres, Lk / CheStreetnut Drive",6
180430,"BaleStreetier Road / Kim Keat Cl, Lane / Kim Keat Road (Victory Hts)",1
180430,"Yunnan Cres",2
180430,"CheStreetnut Drive (near CheStreetnut Cres)",2
180430,"Elliot Road",2
180430,"Tampines Street 12 (Blk 158, 161)",1
180504,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950) / Jurong WeStreet Street 92 (Blk 920, 928)",32
180504,"Bedok North Street 3 (Blk 535, 536, 537, 541, 556, 557)",11
180504,"Cashew Cres, Lk / CheStreetnut Drive",5
180504,"BaleStreetier Road / Kim Keat Cl, Lane / Kim Keat Road (Victory Hts)",2
180504,"Elliot Road",3
180504,"CheStreetnut Drive (near CheStreetnut Cres)",2
180504,"Gangsa Road (Blk 166) / Petir Road (Blk 167)",1
180507,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950) / Jurong WeStreet Street 92 (Blk 920, 928)",27
180507,"Bedok North Street 3 (Blk 535, 536, 537, 541, 556 ,557)",9
180507,"Cashew Cres, Lk / CheStreetnut Drive",3
180507,"BaleStreetier Road / Kim Keat Cl, Lane / Kim Keat Road (Victory Hts)",1
180507,"Elliot Road",1
180507,"Gangsa Road (Blk 166) / Petir Road (Blk 167)",1
180511,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950) / Jurong WeStreet Street 92 (Blk 920, 928)",21
180511,"Bedok North Street 3 (Blk 535, 536, 537, 541, 556, 557)",13
180511,"Cashew Cres, Lk / CheStreetnut Drive",2
180511,"Bt Batok WeStreet Avenue 2 / Bt Batok WeStreet Avenue 2 (Blk 420)",3
180511,"Jurong WeStreet Street 64 (Blk 678C) / Jurong WeStreet Street 65 (Blk 670A)",3
180514,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950, 952) / Jurong WeStreet Street 92 (Blk 920, 928)",17
180514,"Bedok North Street 3 (Blk 535, 536, 537, 541, 556, 557)",7
180514,"Bt Batok WeStreet Avenue 2 / Bt Batok WeStreet Avenue 2 (Blk 420)",2
180514,"Jurong WeStreet Street 64 (Blk 678C) / Jurong WeStreet Street 65 (Blk 670A)",3
180518,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950, 952) / Jurong WeStreet Street 92 (Blk 920, 928)",9
180518,"Bedok North Street 3 (Blk 535, 536, 537, 541, 556, 557)",7
180518,"CheStreetnut Drive",2
180518,"Bt Batok WeStreet Avenue 2 / Bt Batok WeStreet Avenue 2 (Blk 420)",2
180518,"Jalan Mutiara / Jalan Mutiara (Mutiara View)",3
180518,"Jurong WeStreet Street 91 (Blk 905, 910)",1
180518,"Marine Parade Road (Laguna Park)",1
180521,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950, 952) / Jurong WeStreet Street 92 (Blk 920, 928)",7
180521,"Bedok North Street 3 (Blk 535, 536, 537, 541,556,557)",4
180521,"CheStreetnut Drive",3
180521,"Jalan Mutiara / Jalan Mutiara (Mutiara View)",2
180521,"Jurong WeStreet Street 91 (Blk 905, 910)",1
180521,"Marine Parade Road (Laguna Park)",1
180525,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950, 952) / Jurong WeStreet Street 92 (Blk 920, 928)",11
180525,"Bedok North Avenue 1 (Blk 549) / Bedok North Street 3 (Blk 533,534, 535, 536, 537, 539, 540, 541, 547, 556, 557)",8
180525,"CheStreetnut Drive",3
180525,"Tampines Street 12 (Blk 141, 159, 164)",4
180525,"Circuit Road (Blk 62, 66)",3
180525,"Everitt Road / Tembeling Road",3
180525,"Jalan Mutiara (M5, Mutiara View)",2
180525,"Jurong WeStreet Street 81 (Blk 839)",2
180525,"Pasir Ris Street 12 (Blk 103, 107)",1
180525,"Yuan Ching Road (Blk 138C) / Yung Loh Road (Blk 158)",2
180528,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950, 952) / Jurong WeStreet Street 92 (Blk 920, 928)",7
180528,"Bedok North Avenue 1 (Blk 549) / Bedok North Street 3 (Blk 533,534, 535, 536, 537, 539, 540, 541, 547, 556, 557)",10
180528,"Tampines Street 12 (Blk 141, 159, 164)",4
180528,"CheStreetnut Drive",2
180528,"Circuit Road (Blk 62, 66)",2
180528,"Everitt Road / Tembeling Road",1
180528,"Chun Tin Road / Lorong Pisang Emas",2
180528,"Joo Chiat Road / Onan Road",1
180528,"Jurong WeStreet Street 81 (Blk 839)",1
180528,"Pasir Ris Street 12 (Blk 103, 107)",1
180528,"Yuan Ching Road (Blk 138C) / Yung Loh Road (Blk 158)",1
180601,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950, 952) / Jurong WeStreet Street 92 (Blk 920, 928)",5
180601,"Bedok North Avenue 1 (Blk 549) / Bedok North Street 3 (Blk 533, 534, 535, 536, 537, 539, 540, 541, 547, 556, 557)",5
180601,"Tampines Street 12 (Blk 141, 159, 164)",4
180601,"Cantonment Road (Blk 1D, 1G) / Tanjong Pagar Plaza (Blk 1)",4
180601,"Henderson Road (Blk 91, 92)",4
180601,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",2
180601,"Jurong WeStreet Street 81 (Blk 839)",2
180601,"Bt Batok WeStreet Avenue 8 (Blk 175, 178)",2
180601,"Chun Tin Road / Lorong Pisang Emas",2
180601,"Pasir Ris Street 12 (Blk 103, 107)",1
180601,"Yishun Ring Road (Blk 253, 257)",1
180604,"Jurong WeStreet Street 91 (Blk 933, 940, 943, 945, 946, 947, 948, 949, 950, 952) / Jurong WeStreet Street 92 (Blk 920, 928)",1
180604,"Bedok North Avenue 1 (Blk 549) / Bedok North Street 3 (Blk 533,534, 535, 536, 537, 539, 540, 541, 547, 556, 557)",3
180604,"Tampines Street 12 (Blk 141, 159, 164)",1
180604,"Cantonment Road (Blk 1D, 1G) / Tanjong Pagar Plaza(Blk 1)",2
180604,"Henderson Road (Blk 91, 92)",4
180604,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",2
180604,"Jurong WeStreet Street 81 (Blk 839)",1
180604,"Marine Parade Road (Laguna Park)",3
180604,"Bt Batok WeStreet Avenue 8 (Blk 175, 178)",1
180604,"Chun Tin Road / Lorong Pisang Emas",1
180604,"Pasir Ris Street 12 (Blk 103, 107)",1
180604,"Yishun Ring Road (Blk 253, 257)",1
180608,"Bedok North Avenue 1 (Blk 549) / Bedok North Street 3 (Blk 533,534, 535, 536, 537, 539, 540, 541, 547, 556, 557)",3
180608,"Tampines Street 12 (Blk 141, 144, 159, 160, 164) /Tampines Street 21 (Blk 247)",7
180608,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",3
180608,"BaleStreetier Road / Kim Keat Cl, Road / Kim Keat Road",4
180608,"Cantonment Road (Blk 1G) / Tanjong Pagar Plaza (Blk 1, 3)",2
180608,"Henderson Road (Blk 91, 92)",1
180608,"Marine Parade Road (Laguna Park)",1
180608,"Jurong WeStreet Street 41 (Blk 478) / Jurong WeStreet Street 41 (The Lakeshore)",3
180608,"Bedok Reservoir Road (Blk 132) / Bedok Reservoir Road",2
180608,"Bishan Street 13 (Blk 153, 157)",2
180611,"Bedok North Avenue 1 (Blk 549) / Bedok North Street 3 (Blk 533, 534, 535, 536, 537, 539, 540, 541, 544, 547, 556,557)",1
180611,"Tampines Street 12 (Blk 141, 144, 159, 160, 164) /Tampines Street 21 (Blk 247)",8
180611,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",3
180611,"Henderson Road (Blk 91, 92) / Redhill Lane (Blk 82)",4
180611,"BaleStreetier Road / Kim Keat Cl, Road / Kim Keat Road",2
180611,"Cantonment Road (Blk 1G) / Tanjong Pagar Plaza (Blk 1, 3)",2
180614,"Tampines Street 12 (Blk 141, 144, 159, 160, 164) /Tampines Street 21 (Blk 247)",9
180614,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",5
180614,"Henderson Road (Blk 91, 92) / Redhill Lane (Blk 82)",4
180614,"Bendemeer Road / Bendemeer Road (Blk 43, 44)",2
180614,"Gangsa Road (Blk 166) / Petir Road (Blk 151)",3
180614,"Pasir Ris Street 12 (Blk 103, 105, 107)",1
180614,"Bedok Reservoir Road (Blk 132) / Bedok Reservoir Road",2
180614,"Hazel Park Terminal (Hazel Park Condo)",2
180614,"Lorong 20 Geylang / Lorong 20 Geylang (#1 Suites)",2
180618,"Tampines Street 12 (Blk 141, 144, 159, 160, 164) /Tampines Street 21 (Blk 247)",9
180618,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",5
180618,"Henderson Road (Blk 91, 92) / Redhill Lane (Blk 82)",4
180618,"Bendemeer Road / Bendemeer Road (Blk 43, 44)",2
180618,"Gangsa Road (Blk 166) / Petir Road (Blk 151)",3
180618,"Hazel Park Terminal (Hazel Park Condo)",3
180618,"Pasir Ris Street 12 (Blk 103, 105, 107)",1
180618,"Bedok Reservoir Road (Blk 132) / Bedok Reservoir Road",2
180618,"Boon Lay Drive (Blk 176, 180A)",2
180618,"Lorong 20 Geylang / Lorong 20 Geylang (#1 Suites)",2
180622,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",2
180622,"Henderson Road (Blk 91, 92) / Redhill Lane (Blk 82)",4
180622,"Hazel Park Terminal (Hazel Park Condo)",4
180622,"Edgefield Plains (Blk 114, 116, 117)",3
180622,"Boon Lay Drive (Blk 176, 180A)",1
180622,"Choa Chu Kang North 5 (Blk 751, 754)",1
180622,"Ghim Moh Road (Blk 14, 21)",1
180622,"Lorong 20 Geylang / Lorong 20 Geylang (#1 Suites)",1
180622,"Nallur Road (Hua Xin Ct) / Upp EaStreet CoaStreet Road (EaStreeTerminaLane Lagoon)",1
180625,"BaleStreetier Road / Jalan Ampas / Kim Keat Road (Regal Ct)",2
180625,"Henderson Road (Blk 91, 92) / Redhill Lane (Blk 82)",2
180625,"Hazel Park Terminal (Hazel Park Condo)",1
180625,"Edgefield Plains (Blk 114, 116, 117)",3
180625,"Boon Lay Drive (Blk 176, 180A)",1
180625,"Choa Chu Kang North 5 (Blk 751, 754)",1
180625,"Ghim Moh Road (Blk 14, 21)",1
180625,"Nallur Road (Hua Xin Ct) / Upp EaStreet CoaStreet Road (EaStreeTerminaLane Lagoon)",1
180629,"Edgedale Plains (Blk 120A) /Edgefield Plains(Blk 112, 114, 116, 117, 118)",9
180629,"Nallur Road /Nallur Road (Hua Xin Ct) / Upp EaStreet CoaStreet Road /Upp EaStreet CoaStreet Road (EaStreeTerminaLane Lagoon)",3
180629,"Mei Ling Street (Blk 157, 160)",2
180629,"Cassia Cres (Blk 52, 54)",2
180629,"Lorong 20, 22 Geylang / Lorong 20 Geylang (#1Suites)",1
180629,"Tampines Street 12 (Blk 158) /Tampines Street 21 (Blk 248)",3
180629,"Clementi Avenue 5 (Blk 341, 381)",2
180629,"Dunman Road",2
180629,"Ho Ching Road",1
180629,"Jurong WeStreet Street 65 (Blk 618)",2
180702,"Edgedale Plains (Blk 120A) / Edgefield Plains (Blk 112, 114, 116, 117, 118)",7
180702,"Nallur Road / Nallur Road (Hua Xin Ct) / Upp EaStreet CoaStreet Road / Upp EaStreet CoaStreet Road (EaStreeTerminaLane Lagoon)",2
180702,"Mei Ling Street (Blk 157, 160)",1
180702,"Cassia Cres (Blk 52, 54)",2
180702,"Jurong WeStreet Street 65 (Blk 618)",3
180702,"Lorong 20, 22 Geylang / Lorong 20 Geylang (#1 Suites)",1
180702,"North Bridge Road (Blk 467, 468)",3
180702,"Tampines Street 12 (Blk 158) / Tampines Street 21 (Blk 248)",3
180702,"Clementi Avenue 5 (Blk 341, 381)",2
180702,"Dunman Road",2
180702,"Ho Ching Road",1
180706,"Edgedale Plains (Blk 120A) / Edgefield Plains (Blk 112, 114, 116, 117, 118)",8
180706,"Nallur Road / Nallur Road (Hua Xin Ct) / Upp EaStreet CoaStreet Road / Upp EaStreet CoaStreet Road (EaStreeTerminaLane Lagoon)",1
180706,"Cassia Cres (Blk 52, 54)",2
180706,"Jurong WeStreet Street 65 (Blk 618)",2
180706,"Choa Chu Kang North 5 (Blk 751, 754, 760)",1
180706,"Lorong 20, 22 Geylang / Lorong 20 Geylang (#1 Suites)",1
180706,"Siglap Road (Mandarin Gardens)",2
180706,"Tampines Street 12 (Blk 158) / Tampines Street 21 (Blk 248)",1
180706,"Ang Mo Kio Avenue 3 (Blk 343, 344)",2
180706,"Fernvale Road (Blk 453C) / Sengkang WeStreet Way (Blk 452A)",1
180706,"Ho Ching Road (Blk 119) / Yuan Ching Road (Lakeside Apts)",1
180709,"Edgedale Plains (Blk 120A) /Edgefield Plains (Blk 112, 114,116, 117, 118)",8
