Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks
2016,37,Ang Mo Kio,27,26.5,26
2016,37,Khatib,37,28.0,19
2016,37,Tuas South,7,5.5,4
2016,37,Marina Barrage,41,35.5,30
2016,38,Changi,25,20.5,16
2016,38,Ang Mo Kio,25,24.0,23
2016,38,Khatib,33,31.5,30
2016,38,Tuas South,3,3.0,3
2016,38,Marina Barrage,27,27.0,27
2016,39,Changi,13,12.5,12
2016,39,Ang Mo Kio,19,12.5,6
2016,39,Khatib,25,21.5,18
2016,39,Tuas South,6,4.5,3
2016,39,Marina Barrage,23,20.0,17
2016,40,Changi,21,14.5,8
2016,40,Ang Mo Kio,8,7.0,6
2016,40,Khatib,14,12.5,11
2016,40,Tuas South,5,3.5,2
2016,40,Marina Barrage,16,15.0,14
2016,41,Changi,20,16.5,13
2016,41,Ang Mo Kio,20,14.5,9
2016,41,Khatib,13,9.5,6
2016,41,Tuas South,3,2.5,2
2016,41,Marina Barrage,8,7.0,6
2016,42,Changi,12,12.0,12
2016,42,Ang Mo Kio,16,11.5,7
2016,42,Khatib,15,10.0,5
2016,42,Tuas South,3,1.5,0
2016,42,Marina Barrage,8,7.0,6
2016,43,Changi,8,7.0,6
2016,43,Ang Mo Kio,17,12.5,8
2016,43,Khatib,15,10.0,5
2016,43,Tuas South,0,0.0,0
2016,43,Marina Barrage,6,5.0,4
2016,44,Changi,8,6.0,4
2016,44,Ang Mo Kio,11,11.0,11
2016,44,Khatib,5,4.0,3
2016,44,Tuas South,0,0.0,0
2016,44,Marina Barrage,4,3.5,3
2016,45,Changi,8,7.5,7
2016,45,Ang Mo Kio,8,7.5,7
2016,45,Khatib,3,2.0,1
2016,45,Tuas South,0,0.0,0
2016,45,Marina Barrage,2,1.0,0
2016,46,Changi,7,6.0,5
2016,46,Ang Mo Kio,13,13.0,13
2016,46,Khatib,1,0.5,0
2016,46,Tuas South,2,1.0,0
2016,46,Marina Barrage,0,0.0,0
2016,47,Changi,9,6.5,4
2016,47,Ang Mo Kio,7,5.5,4
2016,47,Khatib,2,1.0,0
2016,47,Tuas South,4,2.5,1
2016,47,Marina Barrage,2,1.0,0
2016,48,Changi,5,3.5,2
2016,48,Ang Mo Kio,15,9.5,4
2016,48,Khatib,9,5.5,2
2016,48,Tuas South,4,2.5,1
2016,48,Marina Barrage,5,3.5,2
2016,49,Changi,6,5.5,5
2016,49,Ang Mo Kio,15,14.5,14
2016,49,Khatib,8,7.0,6
2016,49,Tuas South,1,0.5,0
2016,49,Marina Barrage,3,1.5,0
2016,50,Changi,5,2.5,0
2016,50,Ang Mo Kio,14,11.5,9
2016,50,Khatib,8,7.0,6
2016,50,Tuas South,0,0.0,0
2016,50,Marina Barrage,0,0.0,0
2016,51,Changi,1,0.5,0
2016,51,Ang Mo Kio,19,15.0,11
2016,51,Khatib,11,8.5,6
2016,51,Tuas South,0,0.0,0
2016,51,Marina Barrage,2,1.5,1
2016,52,Changi,4,2.5,1
2016,52,Ang Mo Kio,23,17.5,12
2016,52,Khatib,10,5.5,1
2016,52,Tuas South,0,0.0,0
2016,52,Marina Barrage,1,0.5,0
2017,1,Changi,5,3.0,1
2017,1,Ang Mo Kio,13,12.0,11
2017,1,Khatib,3,2.5,2
2017,1,Tuas South,0,0.0,0
2017,1,Marina Barrage,4,3.0,2
2017,2,Changi,12,9.0,6
2017,2,Ang Mo Kio,16,12.5,9
2017,2,Khatib,3,1.5,0
2017,2,Tuas South,0,0.0,0
2017,2,Marina Barrage,5,3.5,2
2017,3,Changi,6,5.5,5
2017,3,Ang Mo Kio,23,21.5,20
2017,3,Khatib,0,0.0,0
2017,3,Tuas South,1,0.5,0
2017,3,Marina Barrage,3,3.0,3
2017,4,Changi,19,15.5,12
2017,4,Ang Mo Kio,16,12.5,9
2017,4,Khatib,4,3.0,2
2017,4,Tuas South,2,1.0,0
2017,4,Marina Barrage,4,2.0,0
2017,5,Changi,8,5.5,3
2017,5,Ang Mo Kio,7,5.5,4
2017,5,Khatib,2,2.0,2
2017,5,Tuas South,2,1.0,0
2017,5,Marina Barrage,2,1.0,0
2017,6,Changi,8,5.5,3
2017,6,Ang Mo Kio,4,3.0,2
2017,6,Khatib,3,2.0,1
2017,6,Tuas South,3,2.5,2
2017,6,Marina Barrage,7,5.0,3
2017,7,Changi,8,6.5,5
2017,7,Ang Mo Kio,2,2.0,2
2017,7,Khatib,3,2.5,2
2017,7,Tuas South,2,1.0,0
2017,7,Marina Barrage,4,3.0,2
2017,8,Changi,5,4.0,3
2017,8,Ang Mo Kio,6,4.5,3
2017,8,Khatib,2,1.5,1
2017,8,Tuas South,2,1.0,0
2017,8,Marina Barrage,3,2.0,1
2017,9,Changi,6,5.5,5
2017,9,Ang Mo Kio,7,6.5,6
2017,9,Khatib,1,0.5,0
2017,9,Tuas South,0,0.0,0
2017,9,Marina Barrage,1,1.0,1
2017,10,Changi,5,3.0,1
2017,10,Ang Mo Kio,5,5.0,5
2017,10,Khatib,2,1.0,0
2017,10,Tuas South,0,0.0,0
2017,10,Marina Barrage,0,0.0,0
2017,11,Changi,1,1.0,1
2017,11,Ang Mo Kio,5,2.5,0
2017,11,Khatib,2,1.0,0
2017,11,Tuas South,0,0.0,0
2017,11,Marina Barrage,0,0.0,0
2017,12,Changi,1,1.0,1
2017,12,Ang Mo Kio,0,0.0,0
2017,12,Khatib,0,0.0,0
2017,12,Tuas South,0,0.0,0
2017,12,Marina Barrage,0,0.0,0
2017,14,Changi,6,5.5,5
2017,14,Ang Mo Kio,0,0.0,0
2017,14,Khatib,4,3.5,3
2017,14,Tuas South,0,0.0,0
2017,14,Marina Barrage,2,1.0,0
2017,15,Changi,5,4.5,4
2017,15,Ang Mo Kio,3,1.5,0
2017,15,Khatib,2,1.0,0
2017,15,Tuas South,0,0.0,0
2017,15,Marina Barrage,1,0.5,0
2017,16,Changi,2,2.0,2
2017,16,Ang Mo Kio,3,2.5,2
2017,16,Khatib,3,2.5,2
2017,16,Tuas South,0,0.0,0
2017,16,Marina Barrage,0,0.0,0
2017,17,Changi,4,2.0,0
2017,17,Ang Mo Kio,2,1.5,1
2017,17,Khatib,5,3.5,2
2017,17,Tuas South,0,0.0,0
2017,17,Marina Barrage,0,0.0,0
2017,18,Changi,0,0.0,0
2017,18,Ang Mo Kio,1,0.5,0
2017,18,Khatib,3,3.0,3
2017,18,Tuas South,0,0.0,0
2017,18,Marina Barrage,0,0.0,0
2017,19,Changi,4,2.0,0
2017,19,Ang Mo Kio,2,1.0,0
2017,19,Khatib,2,1.5,1
2017,19,Tuas South,2,1.0,0
2017,19,Marina Barrage,0,0.0,0
2017,20,Changi,4,2.5,1
2017,20,Ang Mo Kio,8,6.0,4
2017,20,Khatib,1,0.5,0
2017,20,Tuas South,2,1.5,1
2017,20,Marina Barrage,0,0.0,0
2017,21,Changi,2,1.5,1
2017,21,Ang Mo Kio,11,8.5,6
2017,21,Khatib,4,3.5,3
2017,21,Tuas South,1,1.0,1
2017,21,Marina Barrage,0,0.0,0
2017,22,Changi,6,3.5,1
2017,22,Ang Mo Kio,6,4.0,2
2017,22,Khatib,11,8.5,6
2017,22,Tuas South,3,1.5,0
2017,22,Marina Barrage,1,0.5,0
2017,23,Changi,5,3.5,2
2017,23,Ang Mo Kio,15,12.5,10
2017,23,Khatib,5,3.5,2
2017,23,Tuas South,4,3.5,3
2017,23,Marina Barrage,2,1.5,1
2017,24,Changi,5,2.5,0
2017,24,Ang Mo Kio,10,10.0,10
2017,24,Khatib,3,2.5,2
2017,24,Tuas South,3,3.0,3
2017,24,Marina Barrage,2,1.0,0
2017,25,Changi,11,9.5,8
2017,25,Ang Mo Kio,12,9.0,6
2017,25,Khatib,2,2.0,2
2017,25,Tuas South,6,4.0,2
2017,25,Marina Barrage,0,0.0,0
2017,26,Changi,14,8.0,4
2017,26,Ang Mo Kio,13,10.333333333333334,7
2017,26,Khatib,5,3.6666666666666665,2
2017,26,Tuas South,9,7.333333333333333,6
2017,26,Marina Barrage,6,2.3333333333333335,0
2017,27,Changi,7,5.0,3
2017,27,Ang Mo Kio,7,5.0,3
2017,27,Khatib,7,6.5,6
2017,27,Tuas South,7,3.5,0
2017,27,Marina Barrage,5,4.5,4
2017,28,Changi,10,8.5,7
2017,28,Ang Mo Kio,8,4.5,1
2017,28,Khatib,4,2.0,0
2017,28,Tuas South,2,1.0,0
2017,28,Marina Barrage,2,2.0,2
2017,29,Changi,7,5.5,4
2017,29,Ang Mo Kio,10,8.5,7
2017,29,Khatib,1,0.5,0
2017,29,Tuas South,1,0.5,0
2017,29,Marina Barrage,2,1.5,1
2017,30,Changi,3,2.5,2
2017,30,Ang Mo Kio,10,9.0,8
2017,30,Khatib,3,2.5,2
2017,30,Tuas South,0,0.0,0
2017,30,Marina Barrage,0,0.0,0
2017,31,Changi,1,0.5,0
2017,31,Ang Mo Kio,17,14.0,11
2017,31,Khatib,1,0.5,0
2017,31,Tuas South,2,1.0,0
2017,31,Marina Barrage,4,3.0,2
2017,32,Changi,7,4.5,2
2017,32,Ang Mo Kio,15,14.5,14
2017,32,Khatib,4,4.0,4
2017,32,Tuas South,0,0.0,0
2017,32,Marina Barrage,3,2.5,2
2017,33,Changi,6,5.5,5
2017,33,Ang Mo Kio,12,12.0,12
2017,33,Khatib,3,1.5,0
2017,33,Tuas South,0,0.0,0
2017,33,Marina Barrage,2,1.0,0
2017,34,Changi,3,3.0,3
2017,34,Ang Mo Kio,11,11.0,11
2017,34,Khatib,0,0.0,0
2017,34,Tuas South,0,0.0,0
2017,34,Marina Barrage,2,2.0,2
2017,35,Changi,6,3.0,0
2017,35,Ang Mo Kio,14,11.5,9
2017,35,Khatib,1,0.5,0
2017,35,Tuas South,0,0.0,0
2017,35,Marina Barrage,2,2.0,2
2017,36,Changi,3,2.5,2
2017,36,Ang Mo Kio,10,9.5,9
2017,36,Khatib,2,1.5,1
2017,36,Tuas South,0,0.0,0
2017,36,Marina Barrage,1,0.5,0
2017,37,Changi,3,1.5,0
2017,37,Ang Mo Kio,8,7.0,6
2017,37,Khatib,2,1.0,0
2017,37,Tuas South,0,0.0,0
2017,37,Marina Barrage,0,0.0,0
2017,38,Changi,2,1.0,0
2017,38,Ang Mo Kio,7,6.0,5
2017,38,Khatib,0,0.0,0
2017,38,Tuas South,2,2.0,2
2017,38,Marina Barrage,0,0.0,0
2017,39,Changi,2,1.5,1
2017,39,Ang Mo Kio,6,4.5,3
2017,39,Khatib,0,0.0,0
2017,39,Tuas South,1,0.5,0
2017,39,Marina Barrage,0,0.0,0
2017,40,Changi,8,5.0,2
2017,40,Ang Mo Kio,3,2.0,1
2017,40,Khatib,3,1.5,0
2017,40,Tuas South,1,0.5,0
2017,40,Marina Barrage,1,0.5,0
2017,42,Changi,13,11.0,8
2017,42,Ang Mo Kio,4,2.3333333333333335,0
2017,42,Khatib,3,1.0,0
2017,42,Tuas South,1,0.3333333333333333,0
2017,42,Marina Barrage,2,1.6666666666666667,1
2017,41,Changi,13,13.0,13
2017,41,Ang Mo Kio,6,6.0,6
2017,41,Khatib,0,0.0,0
2017,41,Tuas South,0,0.0,0
2017,41,Marina Barrage,2,2.0,2
2017,43,Changi,19,19.0,19
2017,43,Ang Mo Kio,2,2.0,2
2017,43,Khatib,2,2.0,2
2017,43,Tuas South,0,0.0,0
2017,43,Marina Barrage,6,6.0,6
2017,44,Changi,15,14.0,13
2017,44,Ang Mo Kio,2,1.5,1
2017,44,Khatib,2,2.0,2
2017,44,Tuas South,0,0.0,0
2017,44,Marina Barrage,5,4.0,3
2017,45,Changi,15,12.0,9
2017,45,Ang Mo Kio,1,0.5,0
2017,45,Khatib,1,0.5,0
2017,45,Tuas South,0,0.0,0
2017,45,Marina Barrage,2,1.0,0
2017,46,Changi,8,8.0,8
2017,46,Ang Mo Kio,1,1.0,1
2017,46,Khatib,1,1.0,1
2017,46,Tuas South,0,0.0,0
2017,46,Marina Barrage,0,0.0,0
2017,47,Changi,12,9.5,7
2017,47,Ang Mo Kio,4,2.5,1
2017,47,Khatib,1,1.0,1
2017,47,Tuas South,2,1.0,0
2017,47,Marina Barrage,2,1.0,0
2017,48,Changi,5,4.0,3
2017,48,Ang Mo Kio,4,2.5,1
2017,48,Khatib,1,0.5,0
2017,48,Tuas South,0,0.0,0
2017,48,Marina Barrage,1,1.0,1
2017,49,Changi,5,3.5,2
2017,49,Ang Mo Kio,2,1.5,1
2017,49,Khatib,0,0.0,0
2017,49,Tuas South,0,0.0,0
2017,49,Marina Barrage,1,0.5,0
2017,50,Changi,7,6.5,6
2017,50,Ang Mo Kio,3,2.5,2
2017,50,Khatib,0,0.0,0
2017,50,Tuas South,0,0.0,0
2017,50,Marina Barrage,0,0.0,0
2017,51,Changi,5,4.5,4
2017,51,Ang Mo Kio,7,5.0,3
2017,51,Khatib,5,2.5,0
2017,51,Tuas South,0,0.0,0
2017,51,Marina Barrage,3,1.5,0
2017,52,Changi,5,5.0,5
2017,52,Ang Mo Kio,7,7.0,7
2017,52,Khatib,7,7.0,7
2017,52,Tuas South,0,0.0,0
2017,52,Marina Barrage,3,3.0,3
2018,1,Changi,5,4.0,3
2018,1,Ang Mo Kio,47,27.0,7
2018,1,Khatib,2,2.0,2
2018,1,Tuas South,0,0.0,0
2018,1,Marina Barrage,1,0.5,0
2018,2,Changi,9,7.5,6
2018,2,Ang Mo Kio,45,39.0,33
2018,2,Khatib,0,0.0,0
2018,2,Tuas South,2,2.0,2
2018,2,Marina Barrage,3,2.5,2
2018,3,Changi,6,5.5,5
2018,3,Ang Mo Kio,39,33.5,28
2018,3,Khatib,3,1.5,0
2018,3,Tuas South,2,1.0,0
2018,3,Marina Barrage,1,0.5,0
2018,4,Changi,7,6.5,6
2018,4,Ang Mo Kio,15,15.0,15
2018,4,Khatib,3,2.5,2
2018,4,Tuas South,0,0.0,0
2018,4,Marina Barrage,0,0.0,0
2018,5,Changi,14,10.0,6
2018,5,Ang Mo Kio,8,6.5,5
2018,5,Khatib,2,1.0,0
2018,5,Tuas South,1,0.5,0
2018,5,Marina Barrage,0,0.0,0
2018,6,Changi,18,15.5,13
2018,6,Ang Mo Kio,5,4.0,3
2018,6,Khatib,4,2.0,0
2018,6,Tuas South,1,0.5,0
2018,6,Marina Barrage,0,0.0,0
2018,7,Changi,9,8.5,8
2018,7,Ang Mo Kio,3,1.5,0
2018,7,Khatib,10,7.0,4
2018,7,Tuas South,0,0.0,0
2018,7,Marina Barrage,3,2.5,2
2018,8,Changi,2,1.0,0
2018,8,Ang Mo Kio,0,0.0,0
2018,8,Khatib,6,4.5,3
2018,8,Tuas South,0,0.0,0
2018,8,Marina Barrage,1,0.5,0
2018,9,Changi,0,0.0,0
2018,9,Ang Mo Kio,0,0.0,0
2018,9,Khatib,4,3.0,2
2018,9,Tuas South,0,0.0,0
2018,9,Marina Barrage,1,0.5,0
2018,10,Changi,7,3.5,0
2018,10,Ang Mo Kio,6,4.0,2
2018,10,Khatib,5,3.5,2
2018,10,Tuas South,0,0.0,0
2018,10,Marina Barrage,3,2.5,2
2018,11,Changi,12,8.5,5
2018,11,Ang Mo Kio,2,1.0,0
2018,11,Khatib,3,1.5,0
2018,11,Tuas South,0,0.0,0
2018,11,Marina Barrage,2,1.5,1
2018,12,Changi,13,11.5,10
2018,12,Ang Mo Kio,2,1.5,1
2018,12,Khatib,0,0.0,0
2018,12,Tuas South,0,0.0,0
2018,12,Marina Barrage,2,1.0,0
2018,13,Changi,6,4.5,3
2018,13,Ang Mo Kio,3,2.5,2
2018,13,Khatib,0,0.0,0
2018,13,Tuas South,1,1.0,1
2018,13,Marina Barrage,0,0.0,0
2018,14,Changi,13,9.5,6
2018,14,Ang Mo Kio,3,1.5,0
2018,14,Khatib,3,1.5,0
2018,14,Tuas South,4,2.5,1
2018,14,Marina Barrage,2,1.0,0
2018,15,Changi,9,7.5,6
2018,15,Ang Mo Kio,2,1.0,0
2018,15,Khatib,6,5.5,5
2018,15,Tuas South,6,5.0,4
2018,15,Marina Barrage,8,5.0,2
2018,16,Changi,5,4.5,4
2018,16,Ang Mo Kio,4,3.0,2
2018,16,Khatib,3,2.5,2
2018,16,Tuas South,12,8.0,4
2018,16,Marina Barrage,7,6.0,5
2018,17,Changi,6,5.5,5
2018,17,Ang Mo Kio,3,2.0,1
2018,17,Khatib,8,4.5,1
2018,17,Tuas South,24,17.5,11
2018,17,Marina Barrage,7,3.5,0
2018,18,Changi,14,11.5,9
2018,18,Ang Mo Kio,2,1.5,1
2018,18,Khatib,8,8.0,8
2018,18,Tuas South,32,24.5,17
2018,18,Marina Barrage,0,0.0,0
2018,19,Changi,13,11.5,10
2018,19,Ang Mo Kio,3,2.0,1
2018,19,Khatib,4,3.0,2
2018,19,Tuas South,27,25.5,24
2018,19,Marina Barrage,0,0.0,0
2018,20,Changi,7,7.0,7
2018,20,Ang Mo Kio,2,2.0,2
2018,20,Khatib,2,1.0,0
2018,20,Tuas South,20,15.0,10
2018,20,Marina Barrage,4,2.0,0
2018,21,Changi,13,8.5,4
2018,21,Ang Mo Kio,3,1.5,0
2018,21,Khatib,3,3.0,3
2018,21,Tuas South,15,11.5,8
2018,21,Marina Barrage,5,4.0,3
2018,22,Changi,15,12.5,10
2018,22,Ang Mo Kio,6,5.0,4
2018,22,Khatib,2,1.5,1
2018,22,Tuas South,9,8.0,7
2018,22,Marina Barrage,8,5.0,2
2018,23,Changi,12,8.5,5
2018,23,Ang Mo Kio,9,6.5,4
2018,23,Khatib,1,0.5,0
2018,23,Tuas South,3,2.5,2
2018,23,Marina Barrage,9,6.5,4
2018,24,Changi,12,10.5,9
2018,24,Ang Mo Kio,7,6.0,5
2018,24,Khatib,5,2.5,0
2018,24,Tuas South,0,0.0,0
2018,24,Marina Barrage,6,6.0,6
2018,25,Changi,12,6.5,1
2018,25,Ang Mo Kio,7,5.0,3
2018,25,Khatib,8,7.0,6
2018,25,Tuas South,2,1.5,1
2018,25,Marina Barrage,6,5.5,5
2018,26,Changi,6,3.5,1
2018,26,Ang Mo Kio,4,3.5,3
2018,26,Khatib,9,7.0,5
2018,26,Tuas South,3,2.0,1
2018,26,Marina Barrage,5,3.5,2
2018,27,Changi,5,3.5,2
2018,27,Ang Mo Kio,3,2.5,2
2018,27,Khatib,10,8.5,7
2018,27,Tuas South,4,3.5,3
2018,27,Marina Barrage,8,6.5,5
2018,28,Changi,2,1.0,0
2018,28,Ang Mo Kio,3,2.5,2
2018,28,Khatib,10,8.0,6
2018,28,Tuas South,2,1.0,0
2018,28,Marina Barrage,7,6.5,6
2018,29,Changi,0,0.0,0
2018,29,Ang Mo Kio,4,4.0,4
2018,29,Khatib,5,4.5,4
2018,29,Tuas South,2,1.0,0
2018,29,Marina Barrage,6,5.0,4
2018,30,Changi,2,1.0,0
2018,30,Ang Mo Kio,4,3.5,3
2018,30,Khatib,8,4.5,1
2018,30,Tuas South,1,0.5,0
2018,30,Marina Barrage,2,1.5,1
2018,31,Changi,3,3.0,3
2018,31,Ang Mo Kio,4,2.0,0
2018,31,Khatib,10,8.0,6
2018,31,Tuas South,0,0.0,0
2018,31,Marina Barrage,4,2.0,0
2018,32,Changi,5,3.5,2
2018,32,Ang Mo Kio,7,3.5,0
2018,32,Khatib,5,3.5,2
2018,32,Tuas South,0,0.0,0
2018,32,Marina Barrage,10,7.0,4
2018,33,Changi,5,2.5,0
2018,33,Ang Mo Kio,4,2.0,0
2018,33,Khatib,11,7.0,3
2018,33,Tuas South,1,0.5,0
2018,33,Marina Barrage,8,7.5,7
2018,34,Changi,4,2.0,0
2018,34,Ang Mo Kio,3,2.5,2
2018,34,Khatib,13,13.0,13
2018,34,Tuas South,0,0.0,0
2018,34,Marina Barrage,6,5.5,5
2018,35,Changi,3,3.0,3
2018,35,Ang Mo Kio,8,6.0,4
2018,35,Khatib,24,19.0,14
2018,35,Tuas South,1,0.5,0
2018,35,Marina Barrage,4,4.0,4
2018,36,Changi,1,0.5,0
2018,36,Ang Mo Kio,11,9.5,8
2018,36,Khatib,23,18.5,14
2018,36,Tuas South,1,0.5,0
2018,36,Marina Barrage,4,3.5,3
2018,37,Changi,2,1.0,0
2018,37,Ang Mo Kio,14,12.5,11
2018,37,Khatib,22,20.0,18
2018,37,Tuas South,0,0.0,0
2018,37,Marina Barrage,3,2.0,1
2018,38,Changi,1,0.5,0
2018,38,Ang Mo Kio,9,7.0,5
2018,38,Khatib,21,19.5,18
2018,38,Tuas South,0,0.0,0
2018,38,Marina Barrage,0,0.0,0
2018,39,Changi,0,0.0,0
2018,39,Ang Mo Kio,14,10.5,7
2018,39,Khatib,19,17.0,15
2018,39,Tuas South,2,2.0,2
2018,39,Marina Barrage,4,2.0,0
2018,40,Changi,2,1.0,0
2018,40,Ang Mo Kio,4,3.5,3
2018,40,Khatib,13,12.0,11
2018,40,Tuas South,2,1.0,0
2018,40,Marina Barrage,3,2.5,2
2018,41,Changi,1,0.5,0
2018,41,Ang Mo Kio,11,7.5,4
2018,41,Khatib,10,9.0,8
2018,41,Tuas South,1,0.5,0
2018,41,Marina Barrage,2,1.5,1
2018,42,Changi,2,1.0,0
2018,42,Ang Mo Kio,19,17.0,15
2018,42,Khatib,8,7.0,6
2018,42,Tuas South,1,0.5,0
2018,42,Marina Barrage,1,0.5,0
2018,43,Changi,2,2.0,2
2018,43,Ang Mo Kio,16,14.5,13
2018,43,Khatib,14,10.5,7
2018,43,Tuas South,0,0.0,0
2018,43,Marina Barrage,0,0.0,0
2018,44,Changi,6,4.0,2
2018,44,Ang Mo Kio,19,18.0,17
2018,44,Khatib,18,16.0,14
2018,44,Tuas South,2,1.0,0
2018,44,Marina Barrage,4,3.0,2
2018,45,Changi,3,3.0,3
2018,45,Ang Mo Kio,20,20.0,20
2018,45,Khatib,10,10.0,10
2018,45,Tuas South,1,1.0,1
2018,45,Marina Barrage,4,4.0,4
2018,46,Changi,10,10.0,10
2018,46,Ang Mo Kio,27,27.0,27
2018,46,Khatib,13,13.0,13
2018,46,Tuas South,0,0.0,0
2018,46,Marina Barrage,1,1.0,1
2018,47,Changi,23,17.5,12
2018,47,Ang Mo Kio,25,24.5,24
2018,47,Khatib,14,12.0,10
2018,47,Tuas South,2,1.0,0
2018,47,Marina Barrage,3,2.5,2
2018,48,Changi,26,21.0,16
2018,48,Ang Mo Kio,21,19.5,18
2018,48,Khatib,15,14.5,14
2018,48,Tuas South,2,1.5,1
2018,48,Marina Barrage,1,0.5,0
2018,49,Changi,20,17.5,15
2018,49,Ang Mo Kio,16,15.5,15
2018,49,Khatib,12,11.0,10
2018,49,Tuas South,2,2.0,2
2018,49,Marina Barrage,1,0.5,0
2018,50,Changi,16,14.5,13
2018,50,Ang Mo Kio,22,22.0,22
2018,50,Khatib,12,12.0,12
2018,50,Tuas South,5,3.5,2
2018,50,Marina Barrage,1,1.0,1
2018,51,Changi,18,13.5,9
2018,51,Ang Mo Kio,32,25.5,19
2018,51,Khatib,13,11.5,10
2018,51,Tuas South,6,5.0,4
2018,51,Marina Barrage,5,3.5,2
2018,52,Changi,39,30.0,17
2018,52,Ang Mo Kio,31,27.0,23
2018,52,Khatib,16,14.333333333333334,13
2018,52,Tuas South,8,6.0,3
2018,52,Marina Barrage,7,6.0,5
2019,1,Changi,42,42.0,42
2019,1,Ang Mo Kio,44,44.0,44
2019,1,Khatib,15,15.0,15
2019,1,Tuas South,12,12.0,12
2019,1,Marina Barrage,8,8.0,8
2019,2,Changi,59,51.0,43
2019,2,Ang Mo Kio,56,48.0,40
2019,2,Khatib,34,28.5,23
2019,2,Tuas South,30,22.0,14
2019,2,Marina Barrage,20,14.5,9
2019,3,Changi,78,65.5,53
2019,3,Ang Mo Kio,57,57.0,57
2019,3,Khatib,42,38.5,35
2019,3,Tuas South,26,25.0,24
2019,3,Marina Barrage,21,20.5,20
2019,4,Changi,74,68.5,63
2019,4,Ang Mo Kio,45,39.5,34
2019,4,Khatib,33,32.5,32
2019,4,Tuas South,24,21.5,19
2019,4,Marina Barrage,29,20.5,12
2019,5,Changi,61,61.0,61
2019,5,Ang Mo Kio,40,40.0,40
2019,5,Khatib,45,45.0,45
2019,5,Tuas South,12,12.0,12
2019,5,Marina Barrage,33,33.0,33
2019,14,Changi,13,13.0,13
2019,14,Ang Mo Kio,20,20.0,20
2019,14,Khatib,37,37.0,37
2019,14,Tuas South,3,3.0,3
2019,14,Marina Barrage,11,11.0,11
2019,15,Changi,7,7.0,7
2019,15,Ang Mo Kio,17,17.0,17
2019,15,Khatib,34,34.0,34
2019,15,Tuas South,0,0.0,0
2019,15,Marina Barrage,8,8.0,8
2019,16,Changi,11,11.0,11
2019,16,Ang Mo Kio,29,29.0,29
2019,16,Khatib,46,46.0,46
2019,16,Tuas South,0,0.0,0
2019,16,Marina Barrage,17,17.0,17
2019,17,Changi,9,9.0,9
2019,17,Ang Mo Kio,26,26.0,26
2019,17,Khatib,48,48.0,48
2019,17,Tuas South,1,1.0,1
2019,17,Marina Barrage,7,7.0,7
2019,18,Changi,29,17.5,6
2019,18,Ang Mo Kio,18,16.5,15
2019,18,Khatib,56,52.5,49
2019,18,Tuas South,0,0.0,0
2019,18,Marina Barrage,21,15.0,9
2019,19,Changi,16,16.0,16
2019,19,Ang Mo Kio,39,39.0,39
2019,19,Khatib,94,94.0,94
2019,19,Tuas South,2,2.0,2
2019,19,Marina Barrage,81,81.0,81
2019,20,Changi,79,79.0,79
2019,20,Ang Mo Kio,44,44.0,44
2019,20,Khatib,147,147.0,147
2019,20,Tuas South,10,10.0,10
2019,20,Marina Barrage,66,66.0,66
2019,21,Changi,76,76.0,76
2019,21,Ang Mo Kio,80,80.0,80
2019,21,Khatib,135,135.0,135
2019,21,Tuas South,11,11.0,11
2019,21,Marina Barrage,69,69.0,69
2019,22,Changi,68,68.0,68
2019,22,Ang Mo Kio,80,80.0,80
2019,22,Khatib,106,106.0,106
2019,22,Tuas South,12,12.0,12
2019,22,Marina Barrage,56,56.0,56
2019,23,Changi,85,71.5,58
2019,23,Ang Mo Kio,146,131.0,116
2019,23,Khatib,128,115.5,103
2019,23,Tuas South,9,7.0,5
2019,23,Marina Barrage,96,90.5,85
2019,24,Changi,73,73.0,73
2019,24,Ang Mo Kio,153,153.0,153
2019,24,Khatib,121,121.0,121
2019,24,Tuas South,19,19.0,19
2019,24,Marina Barrage,92,92.0,92
2019,25,Changi,86,86.0,86
2019,25,Ang Mo Kio,159,159.0,159
2019,25,Khatib,93,93.0,93
2019,25,Tuas South,23,23.0,23
2019,25,Marina Barrage,106,106.0,106
2019,26,Changi,147,147.0,147
2019,26,Ang Mo Kio,159,159.0,159
2019,26,Khatib,83,83.0,83
2019,26,Tuas South,22,22.0,22
2019,26,Marina Barrage,163,163.0,163
2019,27,Changi,166,153.0,140
2019,27,Ang Mo Kio,195,168.5,142
2019,27,Khatib,76,73.5,71
2019,27,Tuas South,18,15.5,13
2019,27,Marina Barrage,165,148.0,131
2019,28,Changi,176,176.0,176
2019,28,Ang Mo Kio,291,291.0,291
2019,28,Khatib,80,80.0,80
2019,28,Tuas South,24,24.0,24
2019,28,Marina Barrage,206,206.0,206
2019,29,Changi,207,207.0,207
2019,29,Ang Mo Kio,341,341.0,341
2019,29,Khatib,92,92.0,92
2019,29,Tuas South,32,32.0,32
2019,29,Marina Barrage,263,263.0,263
2019,30,Changi,156,156.0,156
2019,30,Ang Mo Kio,270,270.0,270
2019,30,Khatib,101,101.0,101
2019,30,Tuas South,39,39.0,39
2019,30,Marina Barrage,161,161.0,161
2019,31,Changi,157,157.0,157
2019,31,Ang Mo Kio,275,275.0,275
2019,31,Khatib,127,127.0,127
2019,31,Tuas South,29,29.0,29
2019,31,Marina Barrage,141,141.0,141
