year,month,week,day,address,cases with onset in laStreet 2 weeks
2014,1,1,3,Ava Road ,31.0
2014,1,1,3,Geylang Road ,7.0
2014,1,1,3,Bartley Road ,11.0
2014,1,1,3,Canberra Drive ,5.0
2014,1,1,3,Corporation Road,6.0
2014,1,1,3,Jalan Ketumbit ,4.0
2014,1,1,3,Lorong Sarina,5.0
2014,1,1,3,Bishan Street 22,3.0
2014,1,1,3,Jalan Rajah ,1.0
2014,1,1,3,Tampines Street 21,6.0
2014,1,1,3,Charlton Lane ,3.0
2014,1,1,3,Geylang Bahru,3.0
2014,1,1,3,Yishun Avenue 5,1.0
2014,1,1,3,Choa Chu KangAvenue 3 ,4.0
2014,1,1,3,Happy Avenue North,2.0
2014,1,1,3,Jurong WeStreet Street73 ,1.0
2014,1,1,3,Lorong H TelokKurau,3.0
2014,1,1,3,Pasir Ris Street 21,3.0
2014,1,1,3,Yishun Avenue 6,3.0
2014,1,1,3,BaleStreetier Road,2.0
2014,1,1,3,ButTerminalfly Avenue ,3.0
2014,1,1,3,Farrer Road,3.0
2014,1,1,3,Goldhill Avenue,3.0
2014,1,1,3,Pasir Ris Drive 6,1.0
2014,1,1,3,Pasir Ris Street 21,1.0
2014,1,1,3,Sgn Avenue 4 ,1.0
2014,1,1,3,Yishun Street 11,2.0
2014,1,1,3,Angsana Avenue ,2.0
2014,1,1,3,Bedok North Road,2.0
2014,1,1,3,BedokReservoir Road,2.0
2014,1,1,3,Elias Road,2.0
2014,1,1,3,Eng Kong Cres,1.0
2014,1,1,3,Hougang Avenue 3,2.0
2014,1,1,3,Jalan Pergam ,1.0
2014,1,1,3,Jalan Suka ,1.0
2014,1,1,3,Lorong 2 ToaPayoh ,2.0
2014,1,1,3,Lorong 3 Geylang ,2.0
2014,1,1,3,Mergui Road,2.0
2014,1,1,3,Pasir Ris Street 11,2.0
2014,1,1,3,Rosewood Drive,2.0
2014,1,1,3,Senja Road ,1.0
2014,1,1,3,Simon Pl,2.0
2014,1,1,3,Tanjong KatongRoad,1.0
2014,1,1,3,Teban Gardens Road,2.0
2014,1,1,3,Telok BlangahRise ,2.0
2014,1,1,3,Toa Payoh Central ,2.0
2014,1,1,3,Whampoa Drive,2.0
2014,1,1,3,Yishun Street 81,2.0
2014,1,2,6,Ava Road ,17.0
2014,1,2,6,Geylang Road ,8.0
2014,1,2,6,Bartley Road ,10.0
2014,1,2,6,Canberra Drive ,2.0
2014,1,2,6,Corporation Road,6.0
2014,1,2,6,Jalan Ketumbit ,4.0
2014,1,2,6,Jalan Rajah ,3.0
2014,1,2,6,Lorong Sarina,4.0
2014,1,2,6,Bishan Street 22,2.0
2014,1,2,6,ButTerminalfly Avenue ,6.0
2014,1,2,6,Tampines Street 21,3.0
2014,1,2,6,Charlton Lane ,2.0
2014,1,2,6,Geylang Bahru,1.0
2014,1,2,6,Yishun Avenue 5,1.0
2014,1,2,6,Choa Chu KangAvenue 3 ,2.0
2014,1,2,6,Happy Avenue North,1.0
2014,1,2,6,Lorong H TelokKurau,2.0
2014,1,2,6,Pasir Ris Street 21,3.0
2014,1,2,6,Yishun Avenue 6,1.0
2014,1,2,6,BaleStreetier Road,2.0
2014,1,2,6,Farrer Road,1.0
2014,1,2,6,Goldhill Avenue,3.0
2014,1,2,6,Pasir Ris Drive 6,1.0
2014,1,2,6,Pasir Ris Street 21,1.0
2014,1,2,6,Rosewood Drive,2.0
2014,1,2,6,Sgn Avenue 4 ,1.0
2014,1,2,6,Sungei KadutStreet 2,3.0
2014,1,2,6,Yishun Street 11,1.0
2014,1,2,6,Angsana Avenue ,2.0
2014,1,2,6,Bedok North Road,2.0
2014,1,2,6,BedokReservoir Road,2.0
2014,1,2,6,Bt Batok WeStreetAvenue 2 ,2.0
2014,1,2,6,Eng Kong Cres,1.0
2014,1,2,6,Hougang Avenue 3,1.0
2014,1,2,6,Jalan Daud ,1.0
2014,1,2,6,Jalan Pergam ,1.0
2014,1,2,6,Jalan Suka ,1.0
2014,1,2,6,Jurong WeStreet Street64 ,2.0
2014,1,2,6,Kang Ching Road,2.0
2014,1,2,6,Lorong 3 Geylang ,2.0
2014,1,2,6,Mergui Road,2.0
2014,1,2,6,Pasir Ris Street 11,1.0
2014,1,2,6,Senja Road ,1.0
2014,1,2,6,Simon Pl,2.0
2014,1,2,6,Tanjong KatongRoad,1.0
2014,1,2,6,Teban Gardens Road,1.0
2014,1,2,6,Telok BlangahRise ,1.0
2014,1,2,6,Toa PayohCentral ,2.0
2014,1,2,6,Whampoa Drive,2.0
2014,1,2,6,Yishun Street 81,2.0
2014,1,2,10,Geylang Road ,16.0
2014,1,2,10,Bartley Road ,18.0
2014,1,2,10,Corporation Road,22.0
2014,1,2,10,Canberra Drive ,4.0
2014,1,2,10,ButTerminalfly Avenue ,10.0
2014,1,2,10,Jalan Kechot ,5.0
2014,1,2,10,Bishan Street 22,3.0
2014,1,2,10,Jalan Ketumbit ,3.0
2014,1,2,10,Farrer Road,5.0
2014,1,2,10,Choa Chu KangAvenue 3 ,4.0
2014,1,2,10,Rosewood Drive,6.0
2014,1,2,10,Tampines Street 21,3.0
2014,1,2,10,Geylang Bahru,2.0
2014,1,2,10,Geylang Road JalanSuka ,5.0
2014,1,2,10,Kang Ching Road,6.0
2014,1,2,10,BaleStreetier Road,3.0
2014,1,2,10,BaleStreetier Road ,5.0
2014,1,2,10,Goldhill Avenue,5.0
2014,1,2,10,Happy Avenue North,1.0
2014,1,2,10,Yishun Avenue 5,1.0
2014,1,2,10,Bedok North Avenue1 ,4.0
2014,1,2,10,Kent Road ,4.0
2014,1,2,10,"Lorong 15, 17Geylang",3.0
2014,1,2,10,Lorong H Telok,2.0
2014,1,2,10,Park VillasGreen ,4.0
2014,1,2,10,Sgn Central,4.0
2014,1,2,10,Yishun Avenue 4,4.0
2014,1,2,10,BedokReservoir Road,3.0
2014,1,2,10,Braddell Road ,3.0
2014,1,2,10,Hougang Avenue 6,3.0
2014,1,2,10,Hume Avenue,2.0
2014,1,2,10,Jalan Daud ,2.0
2014,1,2,10,Kang Choo BinRoad ,3.0
2014,1,2,10,Sgn Avenue 1 ,3.0
2014,1,2,10,Tampines Street 91,3.0
2014,1,2,10,Whampoa Drive,3.0
2014,1,2,10,Yishun Avenue 4,3.0
2014,1,2,10,Yishun Ring Road,2.0
2014,1,2,10,Yishun Street 11,1.0
2014,1,2,10,BaleStreetier Road ,1.0
2014,1,2,10,Bedok North Road,2.0
2014,1,2,10,Bedok North Road,2.0
2014,1,2,10,BedokReservoir Road,2.0
2014,1,2,10,Boon Lay Avenue,2.0
2014,1,2,10,Boon Lay Drive,2.0
2014,1,2,10,Bt Batok WeStreetAvenue 2 ,2.0
2014,1,2,10,Canberra Road,2.0
2014,1,2,10,Choa Chu KangCres ,2.0
2014,1,2,10,Clive Street ,2.0
2014,1,2,10,Empress Road,2.0
2014,1,2,10,Jalan Tani,2.0
2014,1,2,10,KensingtonPark Drive,1.0
2014,1,2,10,Lengkok Bahru,2.0
2014,1,2,10,Lorong 2 ToaPayoh ,1.0
2014,1,2,10,Mei Ling Street,2.0
2014,1,2,10,Petir Road ,1.0
2014,1,2,10,Sims Drive ,2.0
2014,1,2,10,Tampines Avenue5 ,2.0
2014,1,2,10,Upp Boon KengRoad ,2.0
2014,1,2,10,Woodlands Drive16 ,2.0
2014,1,2,10,Yishun Street 22,2.0
2014,1,2,10,Yishun Street 81,1.0
2014,1,3,14,Geylang Road ,11.0
2014,1,3,14,Bartley Road ,8.0
2014,1,3,14,Corporation Road,17.0
2014,1,3,14,Canberra Drive ,3.0
2014,1,3,14,Rosewood Drive,13.0
2014,1,3,14,Bishan Street 22,7.0
2014,1,3,14,ButTerminalfly Avenue ,3.0
2014,1,3,14,BaleStreetier Road ,9.0
2014,1,3,14,"Eng KongCres, Road ",6.0
2014,1,3,14,Choa Chu KangAvenue 3 ,2.0
2014,1,3,14,Farrer Road,3.0
2014,1,3,14,Charlton Lane,8.0
2014,1,3,14,Geylang Bahru,2.0
2014,1,3,14,Geylang Road JalanSuka ,6.0
2014,1,3,14,Joo Seng Road ,8.0
2014,1,3,14,Kang Ching Road,1.0
2014,1,3,14,BaleStreetier Road,1.0
2014,1,3,14,Goldhill Avenue,4.0
2014,1,3,14,Jalan Eunos ,5.0
2014,1,3,14,Kent Road ,3.0
2014,1,3,14,Bedok North Avenue1 ,2.0
2014,1,3,14,"Lorong 15, 17Geylang",2.0
2014,1,3,14,Park VillasGreen ,3.0
2014,1,3,14,Sgn Central,2.0
2014,1,3,14,Whampoa Drive,2.0
2014,1,3,14,Yishun Avenue 4,3.0
2014,1,3,14,BedokReservoir Road,1.0
2014,1,3,14,Braddell Road ,3.0
2014,1,3,14,Hougang Avenue 6,2.0
2014,1,3,14,Hume Avenue,2.0
2014,1,3,14,Jalan Daud ,1.0
2014,1,3,14,"Lorong 7, 9Geylang ",2.0
2014,1,3,14,Tampines Street 41,3.0
2014,1,3,14,Tampines Street 91,2.0
2014,1,3,14,Yishun Avenue 4,1.0
2014,1,3,14,Boon Lay Drive,2.0
2014,1,3,14,Bt Batok WeStreetAvenue 2 ,1.0
2014,1,3,14,Canberra Road,1.0
2014,1,3,14,CaRoadiff Grove ,2.0
2014,1,3,14,Choa Chu KangAvenue 4 ,1.0
2014,1,3,14,Choa Chu KangCres ,2.0
2014,1,3,14,Choa Chu KangStreet 62 ,2.0
2014,1,3,14,Clive Street ,2.0
2014,1,3,14,EaStreet CoaStreet Road,2.0
2014,1,3,14,EdgefieldPlains ,2.0
2014,1,3,14,Empress Road,2.0
2014,1,3,14,Jurong WeStreet Street41 ,1.0
2014,1,3,14,Jurong WeStreet Street52 ,2.0
2014,1,3,14,Jurong WeStreet Street65 ,1.0
2014,1,3,14,Lorong 2 ToaPayoh ,1.0
2014,1,3,14,Lorong 5 ToaPayoh ,2.0
2014,1,3,14,Lorong 7 ToaPayoh ,1.0
2014,1,3,14,"Lorong G, H TelokKurau",2.0
2014,1,3,14,Lowland Road,1.0
2014,1,3,14,Mei Ling Street,1.0
2014,1,3,14,Pasir Ris Street 11,2.0
2014,1,3,14,Sgn Avenue 4 ,2.0
2014,1,3,14,Sims Drive ,1.0
2014,1,3,14,StreetuRoadee Road,1.0
2014,1,3,14,Tampines Avenue5 ,1.0
2014,1,3,14,Upp Boon KengRoad ,1.0
2014,1,3,14,Woodlands Drive16 ,1.0
2014,1,3,14,Yishun Street 22,1.0
2014,1,3,14,Yishun Street 72,2.0
2014,1,3,17,Geylang Road ,12.0
2014,1,3,17,Bartley Road ,6.0
2014,1,3,17,Corporation Road,9.0
2014,1,3,17,Canberra Drive ,6.0
2014,1,3,17,Rosewood Drive,18.0
2014,1,3,17,Bishan Street 22,8.0
2014,1,3,17,BaleStreetier Road ,10.0
2014,1,3,17,ButTerminalfly Avenue ,2.0
2014,1,3,17,Corporation Road,12.0
2014,1,3,17,"Eng KongCres, Road ",8.0
2014,1,3,17,Charlton Lane ,10.0
2014,1,3,17,Farrer Road,3.0
2014,1,3,17,Choa Chu KangAvenue 3 ,2.0
2014,1,3,17,Geylang Bahru,3.0
2014,1,3,17,Joo Seng Road ,5.0
2014,1,3,17,Jalan Suka ,4.0
2014,1,3,17,BaleStreetier Road,2.0
2014,1,3,17,Hougang Avenue 6,2.0
2014,1,3,17,Jalan Eunos ,5.0
2014,1,3,17,Kent Road ,3.0
2014,1,3,17,Park VillasGreen ,4.0
2014,1,3,17,Sgn Avenue 4 ,4.0
2014,1,3,17,Ang Mo KioAvenue 3 ,2.0
2014,1,3,17,ButTerminalworth Lane,1.0
2014,1,3,17,Geylang Road ,2.0
2014,1,3,17,Jalan Gembira ,1.0
2014,1,3,17,"Lorong 7, 9Geylang ",3.0
2014,1,3,17,Marsiling Lane,4.0
2014,1,3,17,Sims Drive ,2.0
2014,1,3,17,Yishun Avenue 4,2.0
2014,1,3,17,BedokReservoir Road,1.0
2014,1,3,17,Ghim Moh Lk,2.0
2014,1,3,17,Hume Avenue,1.0
2014,1,3,17,"Lorong 4, 6, 7Realty Park",3.0
2014,1,3,17,"Lorong G, H TelokKurau",3.0
2014,1,3,17,Poh Huat Drive ,2.0
2014,1,3,17,Sgn Central Drive,1.0
2014,1,3,17,Tampines Street 41,3.0
2014,1,3,17,Tampines Street 91,2.0
2014,1,3,17,Telok BlangahRise ,3.0
2014,1,3,17,Yishun Avenue 4,1.0
2014,1,3,17,Anchorvale Link,2.0
2014,1,3,17,Bayshore Road,2.0
2014,1,3,17,Bt PanjangRing Road ,1.0
2014,1,3,17,Canberra Road,1.0
2014,1,3,17,Choa Chu KangCres ,2.0
2014,1,3,17,Circuit Road ,2.0
2014,1,3,17,Clive Street ,2.0
2014,1,3,17,EaStreet CoaStreet Road,2.0
2014,1,3,17,Empress Road,2.0
2014,1,3,17,Eunos Cres,1.0
2014,1,3,17,Jalan Lateh ,1.0
2014,1,3,17,Jalan Senang ,1.0
2014,1,3,17,Jurong WeStreet Street41 ,1.0
2014,1,3,17,Jurong WeStreet Street64 ,1.0
2014,1,3,17,Jurong WeStreet Street65 ,1.0
2014,1,3,17,Lorong 7 ToaPayoh ,1.0
2014,1,3,17,Lorong Biawak,1.0
2014,1,3,17,Marine Drive ,1.0
2014,1,3,17,Mei Ling Street,1.0
2014,1,3,17,Petir Road ,2.0
2014,1,3,17,Street Georges Lane,2.0
2014,1,3,17,StreetuRoadee Road,1.0
2014,1,3,17,Tampines Avenue5 ,1.0
2014,1,3,17,Toh Tuck Road ,1.0
2014,1,3,17,Toh Yi Drive ,1.0
2014,1,4,20,Geylang Road ,9.0
2014,1,4,20,Bartley Road ,4.0
2014,1,4,20,Corporation Road,5.0
2014,1,4,20,Canberra Drive ,6.0
2014,1,4,20,Rosewood Drive,16.0
2014,1,4,20,Bishan Street 22,6.0
2014,1,4,20,BaleStreetier Road ,7.0
2014,1,4,20,ButTerminalfly Avenue ,2.0
2014,1,4,20,Corporation Road,7.0
2014,1,4,20,"Eng KongCres, Road ",5.0
2014,1,4,20,Charlton Lane ,4.0
2014,1,4,20,Choa Chu KangAvenue 3 ,3.0
2014,1,4,20,Farrer Road,1.0
2014,1,4,20,Geylang Bahru,3.0
2014,1,4,20,Joo Seng Road ,1.0
2014,1,4,20,Jalan Suka ,1.0
2014,1,4,20,BaleStreetier Road,1.0
2014,1,4,20,Hougang Avenue 6,2.0
2014,1,4,20,Jalan Eunos ,5.0
2014,1,4,20,Kent Road ,2.0
2014,1,4,20,Park VillasGreen ,2.0
2014,1,4,20,Sgn Avenue 4 ,2.0
2014,1,4,20,Sims Drive ,3.0
2014,1,4,20,Ang Mo KioAvenue 3 ,1.0
2014,1,4,20,ButTerminalworth Lane,1.0
2014,1,4,20,Geylang Road ,1.0
2014,1,4,20,Hume Avenue,2.0
2014,1,4,20,Jalan Gembira ,1.0
2014,1,4,20,"Lorong 7, 9Geylang ",3.0
2014,1,4,20,Marsiling Lane,3.0
2014,1,4,20,Poh Huat Drive ,2.0
2014,1,4,20,Yishun Avenue 4,2.0
2014,1,4,20,BedokReservoir Road,1.0
2014,1,4,20,Ghim Moh Lk,2.0
2014,1,4,20,"Lorong 4, 6, 7Realty Park",2.0
2014,1,4,20,"Lorong G, H TelokKurau",3.0
2014,1,4,20,Lorong N TelokKurau,2.0
2014,1,4,20,Tampines Street 41,3.0
2014,1,4,20,Tampines Street 91,1.0
2014,1,4,20,Telok BlangahRise ,3.0
2014,1,4,20,Toh Yi Drive ,2.0
2014,1,4,20,Yishun Avenue 4,1.0
2014,1,4,20,Anchorvale Link,1.0
2014,1,4,20,Balam Road ,2.0
2014,1,4,20,Bayshore Road,1.0
2014,1,4,20,CaRoadiff Grove ,2.0
2014,1,4,20,Choa Chu KangCres ,2.0
2014,1,4,20,Circuit Road ,1.0
2014,1,4,20,Clive Street ,1.0
2014,1,4,20,Empress Road,2.0
2014,1,4,20,Eunos Cres,1.0
2014,1,4,20,Jalan Lateh ,1.0
2014,1,4,20,Jalan Rabu,2.0
2014,1,4,20,Jalan Senang ,1.0
2014,1,4,20,Jurong WeStreet Street64 ,1.0
2014,1,4,20,Lorong 7 ToaPayoh ,1.0
2014,1,4,20,Lorong Biawak,1.0
2014,1,4,20,Lorong Sarina,2.0
2014,1,4,20,Marine Drive ,1.0
2014,1,4,20,Petir Road ,2.0
2014,1,4,20,Street Georges Lane,1.0
2014,1,4,20,StreetuRoadee Road,1.0
2014,1,4,20,Tampines Avenue5 ,1.0
2014,1,4,20,Telok BlangahDrive ,2.0
2014,1,4,20,Toh Tuck Road ,1.0
2014,1,4,20,Wodlands Drive14 ,2.0
2014,1,4,20,Yishun Street 22,2.0
2014,1,4,24,Bartley Road ,3.0
2014,1,4,24,Canberra Drive ,3.0
2014,1,4,24,Rosewood Drive,12.0
2014,1,4,24,BaleStreetier Road ,6.0
2014,1,4,24,Cornwall GardensFarrer Road ,7.0
2014,1,4,24,Corporation Road,8.0
2014,1,4,24,"Eng Kong Cres,Road ",6.0
2014,1,4,24,Charlton Lane ,2.0
2014,1,4,24,Choa Chu KangAvenue 3 ,3.0
2014,1,4,24,Joo Seng Road,2.0
2014,1,4,24,Joo Chiat Walk,3.0
2014,1,4,24,Geylang Road ,3.0
2014,1,4,24,Hougang Avenue 6,3.0
2014,1,4,24,BaleStreetier Road,2.0
2014,1,4,24,Akyab Road ,3.0
2014,1,4,24,Pending Road,4.0
2014,1,4,24,Geylang Road ,1.0
2014,1,4,24,Jalan Arif ,3.0
2014,1,4,24,Pasir Ris Drive 4,4.0
2014,1,4,24,Sims Drive ,2.0
2014,1,4,24,Clementi Avenue 2,4.0
2014,1,4,24,CompassvaleWalk ,3.0
2014,1,4,24,Hume Avenue,1.0
2014,1,4,24,Jalan Raya ,3.0
2014,1,4,24,"Lorong 4, 6, 7Realty Park",2.0
2014,1,4,24,Tampines Street 21,4.0
2014,1,4,24,Tampines Street 41,1.0
2014,1,4,24,Telok BlangahRise ,1.0
2014,1,4,24,Balam Road ,2.0
2014,1,4,24,Bedok North Road,1.0
2014,1,4,24,Corporation Drive,2.0
2014,1,4,24,Delta Avenue ,2.0
2014,1,4,24,Geylang Road ,2.0
2014,1,4,24,Lorong 23 Geylang,1.0
2014,1,4,24,Pasir Ris Street 11,1.0
2014,1,4,24,Sgn North Avenue 1,2.0
2014,1,4,24,Yishun Avenue 5,2.0
2014,1,4,24,Ang Mo Kio Avenue1 ,1.0
2014,1,4,24,Beach Road ,2.0
2014,1,4,24,Bendemeer Road,1.0
2014,1,4,24,Cassia Cres,1.0
2014,1,4,24,Daisy Avenue ,2.0
2014,1,4,24,Edgefield Plains,1.0
2014,1,4,24,Hougang Avenue 8,2.0
2014,1,4,24,Hougang Avenue 9,1.0
2014,1,4,24,Jalan Anggerek ,2.0
2014,1,4,24,Jalan PutehJerneh ,2.0
2014,1,4,24,Jurong WeStreet Street42 ,2.0
2014,1,4,24,Kang Ching Road,1.0
2014,1,4,24,KensingtonPark Drive,2.0
2014,1,4,24,Lorong Sarina,1.0
2014,1,4,24,Mt Sophia ,1.0
2014,1,4,24,Street Georges Lane,2.0
2014,1,4,24,Tampines Street 21,1.0
2014,1,4,24,Telok BlangahCres ,1.0
2014,1,4,24,Yishun Street 22,1.0
2014,1,5,27,Bartley Road ,3.0
2014,1,5,27,Canberra Drive ,2.0
2014,1,5,27,Rosewood Drive,5.0
2014,1,5,27,BaleStreetier Road ,3.0
2014,1,5,27,Cornwall GardensFarrer Road ,8.0
2014,1,5,27,Corporation Road,4.0
2014,1,5,27,"Eng Kong Cres,Road ",5.0
2014,1,5,27,Charlton Lane ,2.0
2014,1,5,27,Choa Chu KangAvenue 3 ,2.0
2014,1,5,27,Joo Seng Road,2.0
2014,1,5,27,Geylang Road ,3.0
2014,1,5,27,Joo Chiat Walk,3.0
2014,1,5,27,BaleStreetier Road,2.0
2014,1,5,27,Hougang Avenue 6,1.0
2014,1,5,27,Akyab Road ,1.0
2014,1,5,27,Geylang Road ,2.0
2014,1,5,27,Jalan Arif ,2.0
2014,1,5,27,Pending Road,4.0
2014,1,5,27,Pasir Ris Drive 4,2.0
2014,1,5,27,Sims Drive ,1.0
2014,1,5,27,Clementi Avenue 2,2.0
2014,1,5,27,CompassvaleWalk ,3.0
2014,1,5,27,Hume Avenue,1.0
2014,1,5,27,Jalan Anggerek ,3.0
2014,1,5,27,Jalan Raya ,1.0
2014,1,5,27,Tampines Street 21,4.0
2014,1,5,27,Telok BlangahRise ,1.0
2014,1,5,27,Balam Road ,2.0
2014,1,5,27,Bedok North Road,1.0
2014,1,5,27,Cassia Cres,2.0
2014,1,5,27,Delta Avenue ,2.0
2014,1,5,27,Geylang Road ,1.0
2014,1,5,27,Jalan PutehJerneh ,3.0
2014,1,5,27,Lorong 23 Geylang,1.0
2014,1,5,27,Pasir Ris Street 11,1.0
2014,1,5,27,Sgn North Avenue 1,2.0
2014,1,5,27,Yishun Avenue 4,3.0
2014,1,5,27,Yishun Avenue 5,1.0
2014,1,5,27,Beach Road ,2.0
2014,1,5,27,Bendemeer Road,1.0
2014,1,5,27,Daisy Avenue ,2.0
2014,1,5,27,Edgefield Plains,1.0
2014,1,5,27,"Farrer Drive, Road",2.0
2014,1,5,27,Haig Road ,2.0
2014,1,5,27,HAvenuelock Road,2.0
2014,1,5,27,Hougang Avenue 8,1.0
2014,1,5,27,Hougang Avenue 9,1.0
2014,1,5,27,Jurong WeStreet Street42 ,2.0
2014,1,5,27,Kang Ching Road,2.0
2014,1,5,27,KensingtonPark Drive,2.0
2014,1,5,27,Lorong Sarina,1.0
2014,1,5,27,Street Georges Lane,2.0
2014,1,5,27,Tampines Street 21,1.0
2014,1,5,27,Telok BlangahCres ,1.0
2014,1,5,27,Yishun Street 22,1.0
2014,1,5,28,Bartley Road ,1.0
2014,1,5,28,Rosewood Drive,8.0
2014,1,5,28,BaleStreetier Road ,3.0
2014,1,5,28,Cornwall GardensFarrer Road ,8.0
2014,1,5,28,Corporation Road,3.0
2014,1,5,28,"Eng Kong Cres,Road ",3.0
2014,1,5,28,Joo Chiat Walk,4.0
2014,1,5,28,Geylang Road ,4.0
2014,1,5,28,Jalan KelabuAsap ,8.0
2014,1,5,28,Akyab Road ,2.0
2014,1,5,28,BaleStreetier Road,1.0
2014,1,5,28,Hougang Avenue 6,1.0
2014,1,5,28,Jalan Arif ,3.0
2014,1,5,28,Geylang Road ,2.0
2014,1,5,28,Pasir Ris Drive 4,3.0
2014,1,5,28,Pending Road,3.0
2014,1,5,28,Sims Drive ,1.0
2014,1,5,28,Cassia Cres,3.0
2014,1,5,28,CompassvaleWalk ,3.0
2014,1,5,28,Delta Avenue ,3.0
2014,1,5,28,Geylang Road ,1.0
2014,1,5,28,Hume Avenue,1.0
2014,1,5,28,Jalan Anggerek ,3.0
2014,1,5,28,Lorong Lew Lian ,2.0
2014,1,5,28,Tampines Street 21,3.0
2014,1,5,28,Telok BlangahRise ,1.0
2014,1,5,28,Bt Batok EaStreetAvenue 4 ,1.0
2014,1,5,28,GuillemaRoad Road,3.0
2014,1,5,28,Haig Road ,3.0
2014,1,5,28,HAvenuelock Road,3.0
2014,1,5,28,Hougang Avenue 9,2.0
2014,1,5,28,Hougang Street 21,3.0
2014,1,5,28,Jalan Kechot ,1.0
2014,1,5,28,Lorong 23 Geylang,1.0
2014,1,5,28,Sgn North Avenue 1,1.0
2014,1,5,28,Tampines Street 21,1.0
2014,1,5,28,Woodlands Avenue1 ,3.0
2014,1,5,28,Yishun Avenue 4,2.0
2014,1,5,28,Yishun Avenue 5,1.0
2014,1,5,28,Ashwood Grove,2.0
2014,1,5,28,Beach Road ,1.0
2014,1,5,28,Bendemeer Road,1.0
2014,1,5,28,Bishan Street 23,2.0
2014,1,5,28,Choa Chu KangStreet 52 ,2.0
2014,1,5,28,Daisy Avenue ,2.0
2014,1,5,28,Desker Road ,2.0
2014,1,5,28,"Farrer Drive, Road",1.0
2014,1,5,28,Jalan Sempadan,1.0
2014,1,5,28,Jalan TenTerminalam,2.0
2014,1,5,28,Jurong WeStreet Street42 ,2.0
2014,1,5,28,Kang Ching Road,2.0
2014,1,5,28,KensingtonPark Drive,2.0
2014,1,5,28,Street Georges Lane,1.0
2014,1,5,28,Yishun Avenue 11,2.0
2014,1,5,28,Yishun Street 22,1.0
2014,1,5,30,Rosewood Drive,6.0
2014,1,5,30,Corporation Road,4.0
2014,1,5,30,Cornwall GardensFarrer Road ,7.0
2014,1,5,30,"Eng KongCres, Road ",3.0
2014,1,5,30,Joo Chiat Walk,4.0
2014,1,5,30,Geylang Road ,4.0
2014,1,5,30,Jalan Arif ,3.0
2014,1,5,30,Jalan KelabuAsap ,9.0
2014,1,5,30,Woodlands Avenue1 ,8.0
2014,1,5,30,Akyab Road ,2.0
2014,1,5,30,Hougang Avenue 6,1.0
2014,1,5,30,Cassia Cres,5.0
2014,1,5,30,Geylang Road ,1.0
2014,1,5,30,Jalan Anggerek ,2.0
2014,1,5,30,Pasir Ris Drive 4,2.0
2014,1,5,30,Pending Road,2.0
2014,1,5,30,GuillemaRoad Road,5.0
2014,1,5,30,Lorong Lew Lian ,3.0
2014,1,5,30,Sims Drive ,1.0
2014,1,5,30,Tampines Street 21,3.0
2014,1,5,30,Delta Avenue ,2.0
2014,1,5,30,Geylang Road ,1.0
2014,1,5,30,Bendemeer Road,1.0
2014,1,5,30,Circuit Road ,3.0
2014,1,5,30,Haig Road ,2.0
2014,1,5,30,HAvenuelock Road,3.0
2014,1,5,30,Hougang Avenue 9,1.0
2014,1,5,30,Hougang Street 21,1.0
2014,1,5,30,Lorong 23 Geylang,1.0
2014,1,5,30,Tampines Street 21,1.0
2014,1,5,30,Yishun Avenue 4,2.0
2014,1,5,30,Yishun Avenue 5,1.0
2014,1,5,30,Ashwood Grove,2.0
2014,1,5,30,Bangkit Road ,1.0
2014,1,5,30,Bedok North Avenue1 ,2.0
2014,1,5,30,Bishan Street 22,2.0
2014,1,5,30,Bt Batok EaStreetAvenue 4 ,2.0
2014,1,5,30,Bt Batok Street 11,2.0
2014,1,5,30,Choa Chu KangStreet 52 ,2.0
2014,1,5,30,Daisy Avenue ,2.0
2014,1,5,30,Desker Road ,2.0
2014,1,5,30,"Farrer Drive, Road",1.0
2014,1,5,30,Jalan Sempadan,1.0
2014,1,5,30,Jalan TenTerminalam,2.0
2014,1,5,30,Jurong WeStreet Street52 ,2.0
2014,1,5,30,Lim Tua TowRoad ,1.0
2014,1,5,30,Pasir Ris Drive 10,2.0
2014,1,5,30,Shan Road,2.0
2014,1,5,30,Tampines Street 12,2.0
2014,1,5,30,Tampines Street 12,1.0
2014,1,5,30,Tampines Street 32,2.0
2014,1,5,30,Woodlands Drive14 ,2.0
2014,1,5,30,Yishun Avenue 11,1.0
2014,2,6,3,Rosewood Drive,5.0
2014,2,6,3,Corporation Road,2.0
2014,2,6,3,Cornwall GardensFarrer Road ,7.0
2014,2,6,3,"Eng KongCres, Road ",3.0
2014,2,6,3,Joo Chiat Walk,5.0
2014,2,6,3,Geylang Road ,1.0
2014,2,6,3,Jalan KelabuAsap ,4.0
2014,2,6,3,Jalan Anggerek ,4.0
2014,2,6,3,Woodlands Avenue1 ,8.0
2014,2,6,3,Akyab Road ,1.0
2014,2,6,3,Cassia Cres,4.0
2014,2,6,3,Hougang Avenue 6,1.0
2014,2,6,3,Geylang Road ,1.0
2014,2,6,3,Lorong Lew Lian ,4.0
2014,2,6,3,Pasir Ris Drive 4,1.0
2014,2,6,3,GuillemaRoad Road,3.0
2014,2,6,3,Tampines Street 21,2.0
2014,2,6,3,Delta Avenue ,1.0
2014,2,6,3,Geylang Road ,1.0
2014,2,6,3,Bendemeer Road,1.0
2014,2,6,3,Circuit Road ,3.0
2014,2,6,3,Desker Road ,3.0
